subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
0,52,1885.0,1,1.0,7.0,0.3099510603588907,0.6900489396411092
0,53,1082.0,1,7.0,7.0,0.0,1.0
0,54,2425.0,0,7.0,1.0,0.5811277330264673,0.4188722669735328
0,55,3529.0,1,1.0,1.0,0.3370967741935484,0.6629032258064517
0,56,2403.0,0,4.0,1.0,0.4126778783958603,0.5873221216041398
0,57,1975.0,0,10.0,7.0,0.6307471264367817,0.3692528735632184
0,58,1153.0,0,4.0,1.0,0.08860759493670886,0.9113924050632911
0,59,1171.0,1,4.0,7.0,0.0,1.0
0,60,1393.0,0,7.0,4.0,0.35816618911174786,0.6418338108882522
0,61,1583.0,1,1.0,4.0,0.26556016597510373,0.7344398340248963
0,62,1397.0,1,1.0,10.0,0.804,0.196
0,63,1561.0,0,7.0,4.0,0.4258064516129032,0.5741935483870968
0,64,1063.0,1,1.0,4.0,0.0,1.0
0,65,1681.0,0,7.0,10.0,0.5539305301645339,0.4460694698354662
0,66,1833.0,1,7.0,10.0,0.25274725274725274,0.7472527472527473
0,67,1013.0,1,4.0,7.0,0.0,1.0
0,68,1505.0,0,7.0,1.0,0.5747863247863247,0.4252136752136752
0,69,1149.0,0,7.0,1.0,0.32323232323232326,0.6767676767676768
0,70,1023.0,1,4.0,7.0,0.0,1.0
0,71,1877.0,0,7.0,1.0,0.6075731497418244,0.3924268502581756
0,72,1497.0,0,7.0,4.0,0.4817351598173516,0.5182648401826484
0,73,1175.0,0,7.0,1.0,0.1291866028708134,0.8708133971291866
0,74,1092.0,0,4.0,1.0,0.07894736842105263,0.9210526315789473
0,75,1445.0,0,10.0,1.0,0.24727272727272728,0.7527272727272727
0,76,1085.0,0,7.0,1.0,0.0,1.0
0,77,1681.0,1,1.0,4.0,0.5118110236220472,0.4881889763779528
0,78,1797.0,1,7.0,10.0,0.49899799599198397,0.501002004008016
0,79,1138.0,0,7.0,4.0,0.250936329588015,0.7490636704119851
0,80,977.0,0,7.0,1.0,1.0,0.0
0,81,977.0,1,4.0,10.0,0.0,1.0
0,82,1503.0,1,4.0,4.0,0.0,1.0
0,83,1835.0,0,7.0,4.0,0.5807860262008734,0.4192139737991266
0,84,992.0,1,4.0,10.0,0.0,1.0
0,85,1237.0,1,4.0,7.0,0.0,1.0
0,86,2129.0,0,10.0,7.0,0.2577854671280277,0.7422145328719724
0,87,965.0,1,4.0,7.0,0.0,1.0
0,88,1632.0,0,1.0,4.0,0.5255905511811023,0.4744094488188976
0,89,1475.0,0,4.0,1.0,0.23002421307506055,0.7699757869249395
0,90,1777.0,0,10.0,1.0,0.2209026128266033,0.7790973871733967
0,91,1551.0,1,1.0,10.0,0.0,1.0
0,92,1466.0,0,4.0,1.0,0.2138364779874214,0.7861635220125787
0,93,1395.0,1,4.0,10.0,0.0,1.0
0,94,3322.0,0,10.0,4.0,0.621517027863777,0.3784829721362229
0,95,2569.0,1,1.0,4.0,0.24856815578465064,0.7514318442153494
0,96,3293.0,0,10.0,7.0,0.5927099841521395,0.40729001584786056
0,97,1511.0,0,10.0,4.0,0.5011764705882353,0.4988235294117647
0,98,1173.0,0,10.0,1.0,0.32142857142857145,0.6785714285714286
0,99,1423.0,1,4.0,7.0,0.0,1.0
0,100,1421.0,1,7.0,7.0,0.0,1.0
0,101,2412.0,1,1.0,10.0,0.25229357798165136,0.7477064220183486
0,102,1585.0,1,1.0,10.0,0.0,1.0
0,103,1095.0,1,1.0,7.0,0.0,1.0
0,104,1488.0,1,1.0,4.0,0.45598194130925507,0.5440180586907449
0,105,1597.0,0,10.0,4.0,0.41434262948207173,0.5856573705179283
0,106,1219.0,1,4.0,4.0,0.0,1.0
0,107,1773.0,0,7.0,4.0,0.6866666666666666,0.31333333333333335
0,108,1410.0,0,7.0,4.0,0.31767955801104975,0.6823204419889503
0,109,3073.0,1,1.0,7.0,0.547153024911032,0.452846975088968
0,110,2295.0,1,1.0,4.0,0.45989304812834225,0.5401069518716578
0,111,2589.0,0,7.0,7.0,0.652317880794702,0.347682119205298
0,112,1437.0,0,7.0,1.0,0.13164556962025317,0.8683544303797468
0,113,1389.0,1,7.0,4.0,0.0,1.0
0,114,3913.0,0,1.0,7.0,0.40517844646606016,0.5948215535339398
0,115,3095.0,0,1.0,1.0,0.22429906542056074,0.7757009345794392
0,116,1363.0,0,1.0,1.0,0.3293768545994065,0.6706231454005934
0,117,1191.0,0,10.0,1.0,0.16033755274261605,0.8396624472573839
0,118,1735.0,1,1.0,10.0,0.5530085959885387,0.4469914040114613
0,119,1325.0,0,7.0,1.0,0.33225806451612905,0.667741935483871
0,120,1318.0,1,1.0,4.0,0.0,1.0
0,121,2537.0,1,1.0,4.0,0.26145251396648045,0.7385474860335196
0,122,1288.0,0,7.0,1.0,0.20270270270270271,0.7972972972972973
0,123,2431.0,0,4.0,1.0,0.4774011299435028,0.5225988700564972
0,124,2750.0,0,7.0,4.0,0.3064516129032258,0.6935483870967742
0,125,1097.0,1,1.0,4.0,0.0,1.0
0,126,1127.0,1,1.0,7.0,0.0,1.0
0,127,1739.0,0,7.0,4.0,0.4336842105263158,0.5663157894736842
0,128,1095.0,0,4.0,4.0,0.16129032258064516,0.8387096774193549
0,129,1356.0,1,7.0,10.0,0.0,1.0
0,130,1081.0,0,7.0,7.0,0.0,1.0
0,131,1159.0,1,7.0,7.0,0.0,1.0
0,132,1281.0,0,4.0,4.0,0.0,1.0
0,133,3017.0,1,7.0,10.0,0.2894736842105263,0.7105263157894737
0,134,1499.0,1,1.0,7.0,0.22284122562674094,0.7771587743732591
0,135,1811.0,1,1.0,7.0,0.0,1.0
0,137,1653.0,0,7.0,4.0,0.5971370143149284,0.40286298568507156
0,138,1052.0,1,1.0,10.0,0.0,1.0
0,139,3078.0,1,10.0,4.0,0.5440084835630965,0.4559915164369035
0,140,1133.0,1,7.0,10.0,0.0,1.0
0,141,1315.0,1,4.0,7.0,0.0,1.0
0,142,1527.0,0,10.0,7.0,0.32439678284182305,0.675603217158177
0,143,1367.0,1,1.0,4.0,0.0,1.0
0,144,1736.0,0,1.0,1.0,0.258974358974359,0.7410256410256411
0,145,995.0,0,10.0,4.0,0.0,1.0
0,146,1043.0,1,1.0,4.0,0.0,1.0
0,147,1493.0,1,1.0,4.0,0.0,1.0
0,148,1661.0,0,7.0,4.0,0.3412969283276451,0.658703071672355
0,149,943.0,1,1.0,7.0,0.0,1.0
0,150,1513.0,0,7.0,10.0,0.3269230769230769,0.6730769230769231
0,151,1063.0,1,1.0,4.0,0.0,1.0
0,152,2163.0,0,7.0,1.0,0.5749674054758801,0.42503259452411996
0,153,1005.0,1,4.0,7.0,0.0,1.0
0,154,947.0,0,10.0,4.0,0.2159090909090909,0.7840909090909091
0,155,1703.0,0,1.0,1.0,0.466789667896679,0.533210332103321
0,156,1141.0,0,10.0,4.0,0.23232323232323232,0.7676767676767676
0,157,1001.0,0,10.0,1.0,0.10625,0.89375
0,158,960.0,0,7.0,1.0,0.0,1.0
0,159,1247.0,1,4.0,7.0,0.0,1.0
0,160,1069.0,0,7.0,7.0,0.0,1.0
0,161,1033.0,1,1.0,7.0,0.0,1.0
0,162,1597.0,0,10.0,7.0,0.45913461538461536,0.5408653846153846
0,163,1348.0,0,4.0,4.0,0.5288135593220339,0.4711864406779661
0,164,1297.0,0,7.0,4.0,0.40117994100294985,0.5988200589970502
0,165,947.0,1,1.0,7.0,0.0,1.0
0,166,1091.0,0,10.0,7.0,0.2850678733031674,0.7149321266968326
0,168,1085.0,1,4.0,7.0,0.0,1.0
0,169,1329.0,0,7.0,1.0,0.3768996960486322,0.6231003039513677
0,170,2841.0,1,7.0,7.0,0.5581632653061225,0.4418367346938776
0,171,1172.0,1,1.0,4.0,0.0,1.0
0,172,922.0,0,7.0,4.0,0.0,1.0
0,173,1241.0,1,4.0,7.0,0.0,1.0
0,174,1215.0,0,7.0,4.0,0.4046511627906977,0.5953488372093023
0,175,1075.0,1,1.0,7.0,0.0,1.0
0,176,1108.0,1,4.0,10.0,0.0,1.0
0,177,801.0,1,1.0,7.0,0.0,1.0
0,178,1097.0,1,4.0,10.0,0.0,1.0
0,179,922.0,1,1.0,7.0,0.0,1.0
0,180,1016.0,0,7.0,1.0,0.23809523809523808,0.7619047619047619
0,181,1212.0,0,7.0,1.0,0.3785488958990536,0.6214511041009464
0,182,1239.0,0,4.0,1.0,0.34824281150159747,0.6517571884984026
0,183,1293.0,1,7.0,4.0,0.0,1.0
0,184,815.0,1,1.0,4.0,0.0,1.0
0,185,1109.0,0,7.0,1.0,0.105,0.895
0,186,1190.0,0,4.0,1.0,0.0,1.0
0,187,889.0,1,1.0,7.0,0.0,1.0
0,188,1834.0,1,7.0,4.0,0.0,1.0
0,189,868.0,1,4.0,10.0,0.0,1.0
0,190,889.0,0,7.0,1.0,0.2716049382716049,0.7283950617283951
0,191,1303.0,1,1.0,10.0,0.0,1.0
0,192,1138.0,0,7.0,1.0,0.32170542635658916,0.6782945736434108
0,193,1327.0,1,4.0,7.0,0.19133574007220217,0.8086642599277978
0,194,1464.0,0,10.0,1.0,0.39944903581267216,0.6005509641873278
0,195,1191.0,0,7.0,1.0,0.1674641148325359,0.8325358851674641
0,196,1201.0,1,4.0,7.0,0.0,1.0
0,197,3557.0,1,4.0,4.0,0.43563579277864994,0.5643642072213501
0,198,1806.0,1,1.0,4.0,0.5247933884297521,0.47520661157024796
0,199,1215.0,0,1.0,7.0,0.35785953177257523,0.6421404682274248
0,201,1174.0,0,1.0,4.0,0.3258426966292135,0.6741573033707865
0,202,1065.0,1,4.0,10.0,0.0,1.0
0,203,1091.0,0,10.0,7.0,0.3106796116504854,0.6893203883495146
0,204,631.0,0,10.0,1.0,0.0,1.0
0,205,1047.0,1,4.0,4.0,0.0,1.0
0,206,1543.0,1,4.0,1.0,0.5392670157068062,0.4607329842931937
0,207,1056.0,1,7.0,4.0,0.0,1.0
0,208,1505.0,1,7.0,1.0,0.46238938053097345,0.5376106194690266
0,209,910.0,1,4.0,7.0,0.0,1.0
0,210,960.0,0,10.0,1.0,0.0,1.0
0,211,931.0,0,7.0,10.0,0.0,1.0
0,212,1389.0,0,1.0,4.0,0.341645885286783,0.6583541147132169
0,213,1131.0,1,1.0,7.0,0.0,1.0
0,214,1159.0,0,7.0,1.0,0.16744186046511628,0.8325581395348837
0,215,985.0,0,7.0,4.0,0.15846994535519127,0.8415300546448088
0,216,1271.0,0,1.0,1.0,0.13392857142857142,0.8660714285714286
0,217,1189.0,1,4.0,7.0,0.0,1.0
0,218,1632.0,1,10.0,7.0,0.48847926267281105,0.511520737327189
0,219,1133.0,1,1.0,4.0,0.0,1.0
0,220,964.0,1,1.0,4.0,0.0,1.0
0,221,1193.0,1,4.0,1.0,0.0,1.0
0,222,1387.0,1,4.0,10.0,0.0,1.0
0,223,1152.0,0,4.0,1.0,1.0,0.0
0,224,1319.0,1,7.0,7.0,0.0,1.0
0,226,823.0,0,10.0,7.0,0.0,1.0
0,227,1017.0,1,1.0,10.0,0.0,1.0
0,228,1121.0,0,7.0,4.0,0.0779816513761468,0.9220183486238532
0,229,954.0,1,4.0,4.0,0.0,1.0
0,230,1047.0,1,4.0,7.0,0.0,1.0
0,231,1940.0,0,4.0,1.0,0.44076655052264807,0.5592334494773519
0,232,1217.0,0,10.0,4.0,0.08372093023255814,0.9162790697674419
0,233,2262.0,0,4.0,7.0,0.5249088699878494,0.47509113001215064
0,234,1243.0,0,4.0,1.0,0.2509090909090909,0.7490909090909091
0,235,1111.0,1,4.0,10.0,0.0,1.0
0,236,963.0,0,10.0,1.0,0.0,1.0
0,237,1147.0,1,4.0,7.0,0.0,1.0
0,238,1263.0,0,1.0,1.0,0.29354838709677417,0.7064516129032258
0,239,1186.0,1,1.0,7.0,0.0,1.0
0,240,1089.0,0,10.0,7.0,0.0,1.0
0,241,1055.0,1,1.0,7.0,0.0,1.0
0,242,1167.0,0,7.0,4.0,0.0,1.0
0,243,2048.0,0,10.0,7.0,0.5069767441860465,0.4930232558139535
0,244,1032.0,0,10.0,4.0,0.0,1.0
0,245,1296.0,0,10.0,1.0,1.0,0.0
0,246,1194.0,1,4.0,7.0,0.0,1.0
0,247,1782.0,1,4.0,7.0,0.4094076655052265,0.5905923344947736
0,248,1295.0,0,10.0,4.0,0.1891025641025641,0.8108974358974359
0,249,941.0,1,1.0,4.0,0.0,1.0
0,250,1175.0,0,1.0,1.0,0.5195530726256983,0.48044692737430167
0,252,1261.0,0,4.0,1.0,0.24535315985130113,0.7546468401486989
0,253,1254.0,1,4.0,10.0,0.0,1.0
0,254,1328.0,0,1.0,4.0,0.303125,0.696875
0,255,1025.0,1,4.0,7.0,0.0,1.0
0,256,1263.0,0,7.0,4.0,0.32231404958677684,0.6776859504132231
0,257,1342.0,0,4.0,1.0,0.5447154471544715,0.45528455284552843
0,258,1016.0,1,1.0,10.0,0.0,1.0
0,259,1387.0,0,4.0,4.0,0.39285714285714285,0.6071428571428571
0,260,973.0,1,1.0,10.0,0.0,1.0
0,261,1185.0,0,10.0,1.0,0.32217573221757323,0.6778242677824268
0,263,979.0,0,7.0,4.0,0.0,1.0
0,264,1324.0,0,4.0,4.0,0.3680555555555556,0.6319444444444444
0,265,1137.0,0,4.0,4.0,0.09497206703910614,0.9050279329608939
0,266,1161.0,0,4.0,1.0,0.29770992366412213,0.7022900763358778
0,267,1226.0,0,10.0,7.0,0.4621212121212121,0.5378787878787878
0,268,1114.0,0,4.0,1.0,0.2916666666666667,0.7083333333333334
0,269,1012.0,1,1.0,7.0,0.0,1.0
0,270,958.0,1,7.0,7.0,0.0,1.0
0,272,1052.0,1,1.0,10.0,0.0,1.0
0,273,1558.0,0,1.0,4.0,0.3392405063291139,0.660759493670886
0,274,1196.0,0,4.0,7.0,0.19742489270386265,0.8025751072961373
0,275,2310.0,0,1.0,7.0,0.37462235649546827,0.6253776435045317
0,276,1251.0,1,1.0,7.0,0.0,1.0
0,277,1267.0,0,4.0,1.0,0.21787709497206703,0.7821229050279329
0,278,1113.0,0,7.0,1.0,0.0,1.0
0,279,970.0,1,1.0,10.0,0.0,1.0
0,280,1268.0,1,7.0,4.0,0.0,1.0
0,281,935.0,1,7.0,10.0,0.0,1.0
0,282,1163.0,0,10.0,4.0,0.28793774319066145,0.7120622568093385
0,283,1104.0,0,1.0,1.0,0.0,1.0
0,284,1068.0,1,4.0,10.0,0.0,1.0
0,285,1215.0,0,7.0,4.0,0.35691318327974275,0.6430868167202572
0,286,2176.0,1,4.0,7.0,0.3899848254931715,0.6100151745068285
0,287,1342.0,0,10.0,4.0,0.37538461538461537,0.6246153846153846
0,288,1520.0,1,1.0,10.0,0.2679425837320574,0.7320574162679426
0,289,1156.0,0,7.0,1.0,0.31690140845070425,0.6830985915492958
0,290,1226.0,1,1.0,7.0,0.28353658536585363,0.7164634146341463
0,291,788.0,0,10.0,4.0,0.0,1.0
0,292,1134.0,1,7.0,10.0,0.0,1.0
0,293,961.0,1,4.0,1.0,0.0,1.0
0,294,1021.0,0,7.0,1.0,0.0,1.0
0,295,1288.0,0,7.0,4.0,0.17132867132867133,0.8286713286713286
0,296,2493.0,0,7.0,7.0,0.5446756425948592,0.45532435740514077
0,297,1494.0,0,7.0,1.0,0.4785714285714286,0.5214285714285715
0,298,1148.0,1,7.0,4.0,0.0,1.0
0,299,1071.0,0,10.0,7.0,0.1889400921658986,0.8110599078341014
0,300,1027.0,1,1.0,7.0,0.0,1.0
0,301,1422.0,1,1.0,4.0,0.0,1.0
0,302,1163.0,1,7.0,10.0,0.0,1.0
0,303,1347.0,1,4.0,10.0,1.0,0.0
0,304,925.0,1,4.0,4.0,0.0,1.0
0,305,1192.0,1,1.0,1.0,1.0,0.0
0,306,952.0,1,1.0,10.0,0.0,1.0
0,307,1505.0,1,1.0,4.0,0.24822695035460993,0.75177304964539
0,308,1835.0,1,7.0,1.0,0.4397905759162304,0.5602094240837696
0,309,882.0,1,4.0,7.0,0.0,1.0
0,310,787.0,1,4.0,10.0,0.0,1.0
0,311,1934.0,0,7.0,1.0,0.5827123695976155,0.4172876304023845
0,312,1404.0,0,7.0,1.0,0.3575757575757576,0.6424242424242425
0,313,1008.0,1,1.0,7.0,0.0,1.0
0,314,1339.0,1,1.0,4.0,0.0,1.0
0,315,1413.0,0,4.0,1.0,0.46411483253588515,0.5358851674641149
0,316,1062.0,1,7.0,4.0,0.0,1.0
0,317,952.0,0,10.0,1.0,0.09042553191489362,0.9095744680851063
0,318,1255.0,1,7.0,4.0,0.0,1.0
0,319,1156.0,0,7.0,1.0,0.2909090909090909,0.7090909090909091
0,320,1378.0,0,4.0,1.0,0.13333333333333333,0.8666666666666667
0,321,1227.0,0,10.0,7.0,0.0,1.0
0,322,1252.0,0,4.0,1.0,0.0,1.0
0,323,960.0,1,1.0,4.0,0.0,1.0
0,324,1295.0,1,4.0,7.0,0.0,1.0
0,325,1393.0,0,4.0,1.0,0.46454767726161367,0.5354523227383863
0,326,1202.0,0,4.0,7.0,0.3256578947368421,0.6743421052631579
0,327,1224.0,0,7.0,10.0,0.0635593220338983,0.9364406779661016
0,328,1740.0,1,7.0,7.0,0.8495575221238938,0.1504424778761062
0,329,2111.0,0,1.0,10.0,0.6175182481751825,0.38248175182481753
0,330,1637.0,1,4.0,1.0,0.0,1.0
0,331,1543.0,1,1.0,1.0,0.45323741007194246,0.5467625899280576
0,332,2951.0,1,7.0,4.0,0.35462962962962963,0.6453703703703704
0,333,999.0,1,4.0,4.0,0.0,1.0
0,334,2327.0,1,4.0,7.0,0.5552282768777614,0.44477172312223856
0,335,1099.0,0,10.0,4.0,0.2459016393442623,0.7540983606557377
0,336,1167.0,0,7.0,7.0,0.2706422018348624,0.7293577981651376
0,337,1331.0,1,4.0,1.0,0.0,1.0
0,338,1063.0,1,7.0,7.0,0.0,1.0
0,339,1205.0,1,7.0,1.0,0.0,1.0
0,340,1267.0,0,10.0,7.0,0.33783783783783783,0.6621621621621622
0,341,1207.0,0,4.0,7.0,0.3076923076923077,0.6923076923076923
0,342,1251.0,1,7.0,10.0,0.0,1.0
0,343,1009.0,1,1.0,10.0,0.0,1.0
0,344,1299.0,1,1.0,7.0,0.0,1.0
0,345,911.0,1,1.0,7.0,1.0,0.0
0,346,1973.0,0,10.0,1.0,0.6471571906354515,0.3528428093645485
0,347,1183.0,0,1.0,4.0,0.17407407407407408,0.825925925925926
0,348,1401.0,1,4.0,10.0,0.0,1.0
0,349,2111.0,1,1.0,4.0,0.4366616989567809,0.563338301043219
0,350,2569.0,0,1.0,1.0,0.4817351598173516,0.5182648401826484
0,351,1717.0,0,4.0,4.0,0.21521739130434783,0.7847826086956522
0,352,3211.0,0,7.0,4.0,0.5361494719740049,0.46385052802599513
0,353,1111.0,1,4.0,7.0,0.0,1.0
0,354,1208.0,1,4.0,10.0,0.0,1.0
0,355,1521.0,1,4.0,1.0,0.5047318611987381,0.4952681388012618
0,356,2487.0,1,10.0,7.0,0.2883008356545961,0.7116991643454039
0,357,2571.0,0,1.0,7.0,0.5234042553191489,0.4765957446808511
0,358,1019.0,1,4.0,7.0,0.0,1.0
0,359,1567.0,0,10.0,1.0,0.35732647814910024,0.6426735218508998
0,360,1122.0,1,1.0,1.0,0.0,1.0
0,361,1310.0,0,7.0,4.0,0.2976190476190476,0.7023809523809523
0,362,1549.0,0,1.0,4.0,0.5342465753424658,0.4657534246575342
0,363,1151.0,1,1.0,1.0,0.0,1.0
0,364,2067.0,1,1.0,7.0,0.37565217391304345,0.6243478260869565
0,365,1075.0,1,1.0,7.0,0.0,1.0
0,366,1363.0,1,4.0,1.0,0.0,1.0
0,367,1235.0,0,4.0,1.0,0.19313304721030042,0.8068669527896996
0,368,1887.0,0,7.0,1.0,0.503731343283582,0.4962686567164179
0,369,1077.0,0,1.0,1.0,0.0,1.0
0,370,1003.0,0,1.0,7.0,0.0,1.0
0,371,1653.0,0,4.0,10.0,0.5021367521367521,0.49786324786324787
0,372,1207.0,0,4.0,4.0,0.2723404255319149,0.7276595744680852
0,373,1011.0,0,7.0,7.0,0.0,1.0
0,374,1651.0,1,4.0,1.0,0.31512605042016806,0.6848739495798319
0,375,1027.0,1,4.0,7.0,0.0,1.0
0,376,1171.0,0,10.0,4.0,0.0,1.0
0,377,1557.0,1,1.0,7.0,0.4484304932735426,0.5515695067264574
0,378,981.0,1,7.0,10.0,0.0,1.0
0,379,1093.0,0,4.0,4.0,0.0,1.0
0,380,1361.0,1,7.0,7.0,0.0,1.0
0,381,1339.0,1,1.0,7.0,0.0,1.0
0,382,997.0,1,7.0,7.0,0.0,1.0
0,383,1291.0,0,7.0,1.0,0.26732673267326734,0.7326732673267327
0,384,2089.0,0,1.0,1.0,0.6618122977346278,0.33818770226537215
0,385,1211.0,1,4.0,1.0,0.0,1.0
0,386,1207.0,1,10.0,7.0,0.0,1.0
0,387,1605.0,0,4.0,1.0,1.0,0.0
0,388,989.0,1,4.0,7.0,0.0,1.0
0,389,1281.0,0,7.0,4.0,1.0,0.0
0,390,1383.0,0,1.0,4.0,1.0,0.0
0,391,1255.0,1,1.0,10.0,1.0,0.0
0,392,1455.0,0,7.0,4.0,0.2745762711864407,0.7254237288135593
0,393,1105.0,1,1.0,4.0,0.0,1.0
0,394,1333.0,1,7.0,10.0,0.9423076923076923,0.057692307692307696
0,395,1773.0,0,7.0,10.0,0.23897058823529413,0.7610294117647058
0,396,1019.0,1,4.0,7.0,0.0,1.0
0,397,1419.0,0,7.0,1.0,0.31212121212121213,0.6878787878787879
0,398,961.0,0,7.0,1.0,1.0,0.0
0,399,1751.0,0,4.0,7.0,0.5297504798464492,0.47024952015355087
0,400,1881.0,1,7.0,1.0,0.5173611111111112,0.4826388888888889
0,401,1851.0,1,7.0,4.0,0.5173611111111112,0.4826388888888889
0,402,1123.0,0,7.0,1.0,1.0,0.0
0,403,1389.0,0,4.0,1.0,1.0,0.0
0,404,1137.0,0,10.0,1.0,1.0,0.0
0,405,1305.0,0,7.0,1.0,0.2874015748031496,0.7125984251968503
0,406,1173.0,0,7.0,10.0,0.0,1.0
0,407,1219.0,0,7.0,4.0,1.0,0.0
0,408,1245.0,0,7.0,1.0,1.0,0.0
0,409,1021.0,1,4.0,10.0,0.0,1.0
0,410,1381.0,0,7.0,4.0,1.0,0.0
0,411,1807.0,1,4.0,10.0,0.0,1.0
0,412,1363.0,1,4.0,7.0,0.8638132295719845,0.13618677042801555
0,413,1329.0,0,10.0,7.0,0.2619047619047619,0.7380952380952381
0,414,1341.0,1,4.0,7.0,0.0,1.0
0,415,858.0,1,1.0,4.0,0.0,1.0
0,416,2195.0,0,10.0,1.0,0.49907235621521334,0.5009276437847866
0,417,1513.0,1,1.0,10.0,0.5335195530726257,0.4664804469273743
0,418,1267.0,1,4.0,1.0,0.0,1.0
0,419,1083.0,1,4.0,10.0,0.0,1.0
0,420,1175.0,0,10.0,4.0,0.29411764705882354,0.7058823529411765
0,421,1682.0,0,1.0,4.0,0.5604395604395604,0.43956043956043955
0,422,1375.0,0,10.0,7.0,0.445859872611465,0.554140127388535
0,423,1461.0,0,10.0,4.0,1.0,0.0
0,424,875.0,0,10.0,1.0,0.0,1.0
0,425,1469.0,1,4.0,7.0,0.8434782608695652,0.1565217391304348
0,426,1181.0,0,7.0,7.0,0.29777777777777775,0.7022222222222222
0,427,1261.0,1,1.0,10.0,0.0,1.0
0,428,941.0,1,1.0,10.0,0.0,1.0
0,429,1028.0,1,1.0,7.0,0.0,1.0
0,430,1333.0,1,1.0,4.0,0.0,1.0
0,431,2033.0,0,10.0,4.0,0.6763698630136986,0.3236301369863014
0,432,1441.0,1,4.0,4.0,0.7933884297520661,0.2066115702479339
0,433,1191.0,0,7.0,4.0,0.0,1.0
0,434,940.0,0,7.0,4.0,0.0,1.0
0,435,887.0,1,1.0,7.0,0.0,1.0
0,436,1303.0,0,1.0,4.0,0.20444444444444446,0.7955555555555556
0,437,1607.0,0,7.0,7.0,0.17903930131004367,0.8209606986899564
0,438,1277.0,0,7.0,1.0,0.1708185053380783,0.8291814946619217
0,439,1687.0,0,7.0,4.0,0.42696629213483145,0.5730337078651685
0,440,2833.0,1,1.0,7.0,0.31943031536113936,0.6805696846388606
