subject,trial,choice,rt,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
0,134,2,6076,3.4,3.25,5.05,0.2665001041016032,0.35186341869664794,0.3816364772017489
0,135,1,5210,3.8499999999999996,4.0,2.8,0.4623904014766959,0.30595293031841253,0.23165666820489156
0,136,1,4439,2.8,5.5,1.9,0.2669392523364486,0.5332943925233645,0.19976635514018692
0,137,0,6004,6.550000000000001,2.3499999999999996,6.699999999999999,0.46634824142422926,0.21493703864524533,0.3187147199305254
0,138,0,5307,2.8,1.0,1.9,0.642671701675714,0.21477460467311776,0.14255369365116827
0,139,0,8135,5.95,1.0,1.0,0.5082590264581202,0.29937143692442625,0.1923695366174536
0,140,1,2993,1.6,3.4,1.0,0.26497005988023953,0.4491017964071856,0.28592814371257486
0,141,2,4117,4.75,4.6,5.5,0.40233153255615584,0.23201592266135912,0.36565254478248504
0,142,1,4513,1.0,6.550000000000001,3.4,0.3863701992492059,0.28963326595437483,0.32399653479641927
0,143,2,9756,5.5,5.8,6.550000000000001,0.30919220055710306,0.39984806280070906,0.2909597366421879
1,0,1,15801,4.0,4.0,4.9,0.15240889437924646,0.5211550339715874,0.32643607164916616
1,1,0,8658,3.55,2.05,3.25,0.49604149604149606,0.2863772863772864,0.21758121758121757
1,2,1,4405,3.4,4.6,3.1,0.3503225806451613,0.44387096774193546,0.20580645161290323
1,3,0,7797,4.0,4.75,3.55,0.27388733271086213,0.5434173669467787,0.18269530034235917
1,4,1,3154,1.0,5.5,4.9,0.23625096824167313,0.45778466305189774,0.3059643687064291
1,5,1,11323,3.55,3.8499999999999996,3.6999999999999997,0.28240231837713603,0.27011092235435197,0.44748675926851206
1,6,1,6391,3.1,3.4,3.6999999999999997,0.34310248273287286,0.4724659324248647,0.18443158484226246
1,7,1,6513,4.300000000000001,4.0,3.25,0.5489102005231038,0.34088927637314737,0.1102005231037489
1,8,2,11553,3.8499999999999996,3.25,3.25,0.3543698984670516,0.19988054947242684,0.4457495520605216
1,9,0,5898,4.449999999999999,3.1,3.8499999999999996,0.4612668743509865,0.13291796469366562,0.40581516095534786
1,10,1,9757,4.75,3.6999999999999997,2.8,0.2754182754182754,0.5065637065637065,0.218018018018018
1,11,0,3628,5.5,4.75,6.1,0.49232914923291493,0.23291492329149233,0.27475592747559274
1,12,2,11924,4.75,5.5,3.55,0.25211701308698997,0.21737875288683603,0.530504234026174
1,13,0,5866,5.2,3.6999999999999997,1.75,0.4544322192235831,0.2619887897031347,0.2835789910732821
1,14,0,5412,3.1,4.449999999999999,2.05,0.38900343642611684,0.43917525773195876,0.1718213058419244
1,15,0,2771,4.449999999999999,4.75,2.95,0.5097018457169901,0.26218646474207286,0.22811168954093705
1,16,0,5541,5.5,3.6999999999999997,4.9,0.41397009596072304,0.3115376032135684,0.2744923008257085
1,17,1,5399,4.300000000000001,5.65,4.75,0.25863539445628997,0.39680170575692963,0.3445628997867804
1,18,2,3513,3.4,4.300000000000001,4.0,0.33131457071606696,0.10758817242607767,0.5610972568578554
1,19,1,2732,1.0,3.6999999999999997,2.8,0.40168539325842695,0.31835205992509363,0.2799625468164794
1,20,2,6737,4.6,4.449999999999999,5.5,0.3131170662905501,0.2531734837799718,0.43370944992947813
1,21,2,4938,3.6999999999999997,3.4,3.55,0.4325787401574803,0.13681102362204725,0.43061023622047245
1,22,2,5930,4.75,5.35,4.449999999999999,0.37401574803149606,0.2921259842519685,0.33385826771653543
1,23,2,6828,4.449999999999999,3.25,4.300000000000001,0.31553565277299345,0.20151567344126767,0.4829486737857389
1,24,0,9050,4.9,3.4,5.05,0.2728201200051066,0.20911528150134048,0.5180645984935529
1,25,1,3983,3.1,3.8499999999999996,2.2,0.30740393626991563,0.48641049671977504,0.20618556701030927
1,26,2,5987,4.6,4.75,5.5,0.36355672360928604,0.27989487516425754,0.3565484012264564
1,27,0,10454,4.0,5.05,4.300000000000001,0.6188932122784263,0.2382187635105923,0.1428880242109814
1,28,2,9892,3.25,4.75,3.8499999999999996,0.2447992259313014,0.5065312046444121,0.24866956942428642
1,29,2,3678,3.4,1.0,3.25,0.40997608472839087,0.223436966176973,0.3665869490946361
1,30,1,8280,4.449999999999999,6.1,4.6,0.17309527054654492,0.4013902139839171,0.42551451546953795
1,31,0,8090,4.0,4.75,4.9,0.3741379310344828,0.4603448275862069,0.16551724137931034
1,32,2,3418,5.5,4.75,4.0,0.32716721073630756,0.269133115705477,0.40369967355821545
1,33,2,3726,3.55,3.25,4.0,0.46153846153846156,0.20710059171597633,0.33136094674556216
1,34,2,3638,1.75,1.0,3.4,0.36033519553072624,0.33100558659217877,0.308659217877095
1,35,1,3551,4.300000000000001,6.1,1.0,0.30833917309039943,0.42186405045550107,0.2697967764540995
1,36,2,3911,1.6,3.4,3.1,0.2184873949579832,0.4226579520697168,0.3588546529723
1,37,0,6459,4.300000000000001,4.75,4.449999999999999,0.3400961025093433,0.25129026517173875,0.40861363231891795
1,38,2,5152,2.95,2.6500000000000004,3.6999999999999997,0.48056698673982623,0.19021490626428897,0.3292181069958848
1,39,2,4965,2.6500000000000004,3.6999999999999997,5.5,0.1928659286592866,0.27650676506765065,0.5306273062730628
1,40,0,11410,5.35,4.6,3.6999999999999997,0.4274984352180263,0.35301481326935114,0.21948675151262256
1,41,2,3189,3.55,2.6500000000000004,6.1,0.24283667621776503,0.2027220630372493,0.5544412607449857
1,42,0,7983,3.4,4.75,1.0,0.42618629173989453,0.3658465143526655,0.20796719390743995
1,43,2,6236,1.0,5.65,4.6,0.1732572360375051,0.4194863432531594,0.4072564207093355
1,44,1,3531,4.300000000000001,5.2,4.9,0.38707386363636365,0.3352272727272727,0.27769886363636365
1,45,1,3848,2.6500000000000004,3.55,1.0,0.3989586723071917,0.3315977871786528,0.26944354051415553
1,46,1,8035,2.2,4.75,3.4,0.19287576020851432,0.5204170286707211,0.2867072111207645
1,47,2,7364,1.6,4.0,3.8499999999999996,0.1902329075882795,0.3654395191585274,0.4443275732531931
1,48,2,5307,3.4,3.55,3.6999999999999997,0.3129158063776095,0.35833906859371417,0.3287451250286763
1,49,1,3007,3.4,3.1,1.6,0.23529411764705882,0.6283034953111679,0.13640238704177324
1,50,1,9651,5.05,4.300000000000001,4.0,0.3251372642635474,0.4299355454762473,0.2449271902602053
1,51,1,5464,5.35,4.449999999999999,4.75,0.374000410088169,0.26348164855443923,0.36251794135739185
1,52,0,9854,4.75,3.4,2.2,0.654472013848817,0.2679746105020196,0.0775533756491633
1,53,2,6542,3.1,3.8499999999999996,4.449999999999999,0.2526959022286125,0.2785765636232926,0.46872753414809487
1,54,1,9279,4.0,4.9,4.0,0.23656418681060784,0.5144332316357663,0.2490025815536259
1,55,2,6169,3.6999999999999997,4.9,5.5,0.19049429657794678,0.18212927756653993,0.6273764258555133
1,56,0,3050,3.55,1.0,2.6500000000000004,0.47911338448422847,0.2591645353793691,0.2617220801364024
1,57,2,11390,3.25,4.300000000000001,4.449999999999999,0.1811429750361048,0.38085413657932743,0.4380028883845678
1,58,0,4719,4.6,3.1,3.4,0.32544987146529564,0.47146529562982004,0.20308483290488433
1,59,0,8126,3.4,3.6999999999999997,3.1,0.4786415094339623,0.26928301886792455,0.25207547169811323
1,60,0,4285,5.5,4.9,1.0,0.4890423296307415,0.31702191534073854,0.19393575502851995
1,61,1,8118,4.75,5.5,4.6,0.4685769656699889,0.20168881506090808,0.329734219269103
1,62,1,10355,5.5,3.55,4.75,0.22055580061755625,0.33436259373621524,0.4450816056462285
1,63,1,7104,4.449999999999999,5.5,4.6,0.2386124169233263,0.263089641757173,0.4982979413195007
1,64,0,11407,4.6,3.6999999999999997,5.35,0.5205027817844632,0.1984339583762621,0.28106325983927466
1,65,2,6682,3.4,5.05,4.9,0.24108834165662132,0.39159634923368347,0.3673153091096952
1,66,0,2985,6.1,1.0,4.300000000000001,0.41131105398457585,0.26049700085689803,0.3281919451585261
1,67,2,7625,4.75,4.449999999999999,4.300000000000001,0.2488178705364422,0.3984999184738301,0.3526822109897277
1,68,2,7644,2.05,3.25,3.55,0.3391675246359759,0.2556258273275482,0.40520664803647594
1,69,2,6362,4.449999999999999,2.05,3.1,0.3394769176759698,0.32139722661049674,0.33912585571353343
1,70,0,4890,5.65,4.75,4.300000000000001,0.4170755642787046,0.3729146221786065,0.2100098135426889
1,71,2,10992,4.75,4.9,4.0,0.2658426966292135,0.5853932584269663,0.14876404494382023
1,72,0,3388,5.2,4.9,4.300000000000001,0.2973177181715149,0.2757839063090291,0.426898375519456
1,73,2,4906,3.25,3.25,3.8499999999999996,0.3432950191570881,0.27790549169859513,0.3787994891443167
1,74,1,3520,2.6500000000000004,3.6999999999999997,2.95,0.2851063829787234,0.33687943262411346,0.3780141843971631
1,75,2,7683,4.75,6.1,5.5,0.3532258064516129,0.27,0.3767741935483871
1,76,1,6697,5.65,4.6,1.0,0.43302286198137174,0.46773920406435227,0.09923793395427603
1,77,0,3590,3.6999999999999997,2.8,1.0,0.4603174603174603,0.2844185293164885,0.2552640103660512
1,78,1,5300,4.300000000000001,4.0,3.4,0.23833943833943835,0.36800976800976803,0.39365079365079364
1,79,0,2268,4.0,3.25,4.300000000000001,0.4994877049180328,0.2843237704918033,0.21618852459016394
1,80,1,4013,2.6500000000000004,6.1,3.55,0.307840616966581,0.4665809768637532,0.22557840616966582
1,81,2,4759,4.75,1.0,3.4,0.5675949367088607,0.1918987341772152,0.24050632911392406
1,82,0,11287,3.8499999999999996,3.6999999999999997,3.55,0.3604566683964712,0.24701608718214843,0.3925272444213804
1,83,1,6377,4.0,3.8499999999999996,1.6,0.34265604741618816,0.5125023152435636,0.14484163734024819
1,84,0,6066,4.75,3.8499999999999996,3.25,0.4072239422084623,0.4627450980392157,0.13003095975232198
1,85,1,3485,1.0,3.4,1.75,0.2470796460176991,0.38265486725663717,0.37026548672566373
1,86,0,8025,6.1,4.6,4.449999999999999,0.4502923976608187,0.3535762483130904,0.19613135402609086
1,87,2,6159,3.6999999999999997,1.75,5.2,0.3247563352826511,0.3695906432748538,0.3056530214424951
1,88,1,3520,1.0,3.25,3.4,0.2007409902324015,0.530481643651061,0.2687773661165376
1,89,1,5344,3.25,4.0,3.55,0.3308235294117647,0.32988235294117646,0.3392941176470588
1,90,2,6722,4.75,2.95,4.449999999999999,0.2824742268041237,0.3163230240549828,0.4012027491408935
1,91,0,2737,3.8499999999999996,2.2,3.1,0.2961082910321489,0.24873096446700507,0.45516074450084604
1,92,1,3020,4.75,4.0,5.5,0.2626766417290108,0.4106400665004156,0.3266832917705736
1,93,1,5950,3.6999999999999997,5.5,2.6500000000000004,0.4068901303538175,0.30027932960893855,0.29283054003724396
1,94,0,8328,3.6999999999999997,2.8,4.75,0.4648975478669802,0.32515955660060464,0.20994289553241519
1,95,2,5140,4.75,3.55,4.0,0.3081744580830504,0.3290676416819013,0.36275790023504834
1,96,0,3556,4.0,3.55,3.25,0.37617883339154734,0.3283269297939225,0.2954942368145302
1,97,0,4289,6.1,3.55,2.6500000000000004,0.5117508813160987,0.27144535840188017,0.21680376028202114
1,98,2,8575,4.6,4.449999999999999,6.1,0.4605072939939545,0.15849651728216585,0.38099618872387964
1,99,0,12216,3.8499999999999996,1.6,4.0,0.45944479609367933,0.0889773035536667,0.45157790035265394
1,100,0,2589,4.449999999999999,4.75,5.35,0.4841997961264016,0.24464831804281345,0.2711518858307849
1,101,1,5932,3.25,3.55,2.05,0.34644121116791193,0.4003145890680299,0.2532441997640582
1,102,0,6891,4.300000000000001,4.0,5.05,0.21494708994708994,0.25,0.53505291005291
1,103,2,2735,4.75,4.300000000000001,5.65,0.268941294530858,0.2599096838936277,0.4711490215755143
1,104,2,4660,4.9,4.300000000000001,5.2,0.22385042950985345,0.30924709449216775,0.4669024759979788
1,105,0,5749,5.5,4.6,4.75,0.31739043426055635,0.33239943966379826,0.3502101260756454
1,106,0,4617,3.25,3.4,1.0,0.5046210720887245,0.30525481911803537,0.19012410879324004
1,107,0,6546,3.55,3.6999999999999997,3.4,0.3890101892285298,0.42903930131004364,0.1819505094614265
1,108,0,5265,3.55,4.75,5.5,0.3005015959872321,0.33059735522115824,0.3689010487916097
1,109,0,4767,3.1,1.6,3.4,0.4039448797622264,0.20859227235882194,0.38746284787895163
1,110,0,15359,3.6999999999999997,5.35,4.6,0.39745862884160754,0.20951536643026006,0.39302600472813237
1,111,1,4525,1.75,5.2,3.6999999999999997,0.3668073136427567,0.25344585091420535,0.379746835443038
1,112,0,4355,3.4,2.2,4.75,0.33058094957239753,0.29784724270126806,0.3715718077263344
1,113,0,6271,4.0,3.4,4.300000000000001,0.43840714551544474,0.45552660960178637,0.10606624488276889
1,114,1,6311,4.9,4.0,4.75,0.2863980853609892,0.48583964898284804,0.22776226565616275
1,115,0,3329,5.5,4.6,4.449999999999999,0.21766072811773818,0.32997676219984506,0.45236250968241676
1,116,0,4143,4.0,5.5,4.75,0.35734963010614346,0.33000964940495336,0.3126407204889032
1,117,2,9984,3.8499999999999996,3.25,4.75,0.4956369982547993,0.13542757417102966,0.368935427574171
1,118,2,3458,3.6999999999999997,3.55,3.8499999999999996,0.443019943019943,0.2037037037037037,0.35327635327635326
1,119,1,7971,2.8,4.75,3.6999999999999997,0.285028502850285,0.28802880288028804,0.42694269426942694
1,120,1,5375,4.9,5.5,3.6999999999999997,0.3003180372557928,0.29577464788732394,0.40390731485688325
1,121,1,3748,5.05,4.9,3.4,0.19726757747417528,0.38953682105964677,0.41319560146617795
1,122,2,6308,4.6,1.0,5.65,0.3198255497001635,0.1312011630019989,0.5489732872978376
1,123,2,3851,1.0,4.300000000000001,6.1,0.21977309562398703,0.31118314424635335,0.46904376012965965
1,124,2,7099,3.6999999999999997,3.1,3.4,0.3132690389092118,0.22115064848686397,0.4655803126039242
1,125,1,12534,4.449999999999999,4.300000000000001,4.75,0.3024128686327078,0.21197497765862378,0.48561215370866845
1,126,2,3272,2.8,1.0,3.6999999999999997,0.4207210360518026,0.2863143157157858,0.29296464823241164
1,127,2,2548,4.9,1.0,5.5,0.2416780665754674,0.3082535339717282,0.45006839945280436
1,128,1,3815,3.25,3.8499999999999996,3.25,0.27404657441781977,0.35673304083698953,0.3692203847451907
1,129,1,6944,4.9,4.0,4.0,0.33931594988147645,0.3681002370470708,0.29258381307145276
1,130,0,5346,4.300000000000001,4.449999999999999,3.25,0.38053905893101875,0.2923709456372773,0.327089995431704
