subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1,fixation_count,ndt,difficulty,best_chosen,longest_chosen,value_left_minus_right
1,27,0.0,1511.0,2.0,0.0,0.4181002378463745,0.5818997621536255,2,174.0,2.0,True,False,2.0
1,28,1.0,4826.0,8.0,1.0,0.604089617729187,0.395910382270813,6,229.0,7.0,False,False,7.0
1,29,1.0,2185.0,10.0,10.0,0.4315245449542999,0.5684754252433777,3,250.0,0.0,False,True,0.0
1,30,1.0,1453.0,10.0,10.0,0.39393940567970276,0.6060606241226196,3,199.0,0.0,False,True,0.0
1,31,1.0,2734.0,1.0,3.0,0.5880370736122131,0.41196292638778687,5,360.0,2.0,True,False,-2.0
1,32,1.0,1087.0,8.0,10.0,0.6392757892608643,0.36072424054145813,2,369.0,2.0,True,False,-2.0
1,33,1.0,2593.0,8.0,5.0,0.19634509086608887,0.8036549091339111,3,240.0,3.0,False,True,3.0
1,34,1.0,4380.0,2.0,8.0,0.3860045075416565,0.6139954924583435,5,393.0,6.0,True,True,-6.0
1,35,0.0,1338.0,9.0,5.0,0.5181347131729126,0.4818652868270874,2,180.0,4.0,True,True,4.0
1,36,1.0,1472.0,5.0,9.0,0.4085667133331299,0.5914332866668701,2,258.0,4.0,True,True,-4.0
1,37,0.0,4602.0,0.0,7.0,0.7834425568580627,0.21655741333961487,4,483.0,7.0,False,True,-7.0
1,38,1.0,1431.0,8.0,9.0,0.6215517520904541,0.3784482777118683,4,271.0,1.0,True,False,-1.0
1,39,0.0,2185.0,8.0,8.0,0.44882291555404663,0.5511770844459534,6,231.0,0.0,True,False,0.0
1,40,0.0,1361.0,5.0,8.0,0.7726337313652039,0.22736625373363495,2,389.0,3.0,False,True,-3.0
1,41,1.0,1603.0,4.0,8.0,0.22513088583946228,0.7748690843582153,2,266.0,4.0,True,True,-4.0
1,42,0.0,945.0,9.0,7.0,1.0,0.0,1,226.0,2.0,True,True,2.0
1,43,0.0,1031.0,5.0,8.0,0.856630802154541,0.1433691829442978,2,194.0,3.0,False,True,-3.0
1,44,1.0,1772.0,1.0,5.0,0.1860617995262146,0.8139382004737854,3,251.0,4.0,True,True,-4.0
1,45,0.0,1327.0,4.0,10.0,0.6783154010772705,0.3216845989227295,2,211.0,6.0,False,True,-6.0
1,46,1.0,2003.0,3.0,5.0,0.3255542516708374,0.6744457483291626,4,289.0,2.0,True,True,-2.0
1,47,1.0,1016.0,7.0,9.0,0.5006257891654968,0.4993742108345032,2,217.0,2.0,True,False,-2.0
1,48,0.0,1298.0,7.0,2.0,0.24843049049377441,0.7515695095062256,3,183.0,5.0,True,False,5.0
1,49,0.0,1037.0,5.0,8.0,0.5325581431388855,0.4674418568611145,2,177.0,3.0,False,True,-3.0
1,50,1.0,3648.0,0.0,3.0,0.5751402378082275,0.42485976219177246,4,261.0,3.0,True,False,-3.0
1,51,1.0,2179.0,2.0,7.0,0.5908634662628174,0.4091365337371826,3,187.0,5.0,True,False,-5.0
1,52,0.0,1302.0,8.0,2.0,0.4675196707248688,0.5324802994728088,2,286.0,6.0,True,False,6.0
1,53,1.0,1193.0,9.0,10.0,0.3965863585472107,0.6034136414527893,2,197.0,1.0,True,True,-1.0
1,54,1.0,1082.0,4.0,8.0,0.33791524171829224,0.6620847582817078,2,209.0,4.0,True,True,-4.0
1,55,0.0,1311.0,2.0,0.0,0.5787079334259033,0.42129209637641907,3,212.0,2.0,True,True,2.0
1,56,0.0,1021.0,4.0,8.0,0.45194804668426514,0.5480519533157349,2,251.0,4.0,False,False,-4.0
1,57,0.0,1141.0,0.0,3.0,0.4470588266849518,0.5529412031173706,3,206.0,3.0,False,False,-3.0
1,58,0.0,849.0,9.0,8.0,0.3765625059604645,0.6234375238418579,2,209.0,1.0,True,False,1.0
1,59,0.0,1466.0,2.0,5.0,0.3987889289855957,0.6012110710144043,3,310.0,3.0,False,False,-3.0
1,60,1.0,1178.0,7.0,8.0,0.20985010266304016,0.7901498675346375,2,244.0,1.0,True,True,-1.0
1,61,0.0,1217.0,4.0,10.0,0.4021390378475189,0.5978609919548035,3,282.0,6.0,False,False,-6.0
1,62,0.0,854.0,8.0,8.0,0.5476574897766113,0.4523424804210663,2,235.0,0.0,True,True,0.0
1,63,0.0,1325.0,10.0,9.0,0.3295154273509979,0.6704846024513245,2,190.0,1.0,True,False,1.0
1,64,1.0,1685.0,6.0,0.0,0.534246563911438,0.465753436088562,4,298.0,6.0,False,False,6.0
1,65,0.0,2164.0,8.0,1.0,0.37052199244499207,0.6294779777526855,7,210.0,7.0,True,False,7.0
1,66,1.0,1379.0,1.0,5.0,0.3401360511779785,0.6598639488220215,3,203.0,4.0,True,True,-4.0
1,67,1.0,2449.0,0.0,5.0,0.3889642655849457,0.6110357046127319,4,238.0,5.0,True,True,-5.0
1,68,1.0,1111.0,1.0,5.0,0.5117056965827942,0.4882943034172058,2,214.0,4.0,True,False,-4.0
1,69,0.0,2380.0,7.0,4.0,0.4127219021320343,0.5872781276702881,4,352.0,3.0,True,False,3.0
1,70,0.0,1305.0,4.0,2.0,0.3767705261707306,0.623229444026947,3,246.0,2.0,True,False,2.0
1,71,0.0,1166.0,8.0,2.0,0.3231106102466583,0.6768893599510193,3,253.0,6.0,True,False,6.0
1,72,1.0,1279.0,7.0,7.0,0.2068965584039688,0.7931034564971924,2,206.0,0.0,False,True,0.0
1,73,1.0,1877.0,2.0,1.0,0.2879330813884735,0.7120668888092041,2,203.0,1.0,False,True,1.0
1,74,1.0,941.0,4.0,10.0,0.34122562408447266,0.6587743759155273,2,223.0,6.0,True,True,-6.0
1,75,0.0,1456.0,8.0,8.0,0.7160804271697998,0.2839196026325226,3,262.0,0.0,True,True,0.0
1,76,0.0,2263.0,0.0,6.0,0.42325228452682495,0.576747715473175,4,947.0,6.0,False,False,-6.0
1,77,0.0,743.0,9.0,10.0,0.7335766553878784,0.2664233446121216,2,469.0,1.0,False,True,-1.0
1,78,0.0,998.0,8.0,5.0,0.5802631378173828,0.4197368323802948,3,238.0,3.0,True,True,3.0
1,79,1.0,878.0,2.0,9.0,0.4582524299621582,0.5417475700378418,2,363.0,7.0,True,True,-7.0
1,80,0.0,1639.0,2.0,1.0,0.4172714054584503,0.5827285647392273,4,261.0,1.0,True,False,1.0
1,81,0.0,1535.0,9.0,6.0,0.5645161271095276,0.4354838728904724,3,357.0,3.0,True,True,3.0
1,82,1.0,1204.0,2.0,8.0,0.2220982164144516,0.7779017686843872,2,308.0,6.0,True,True,-6.0
1,83,1.0,1103.0,10.0,5.0,0.27723971009254456,0.7227603197097778,2,277.0,5.0,False,True,5.0
1,84,0.0,896.0,10.0,7.0,0.5748299360275269,0.42517006397247314,2,308.0,3.0,True,True,3.0
1,85,0.0,1008.0,8.0,2.0,0.36614173650741577,0.6338582634925842,2,246.0,6.0,True,False,6.0
1,86,1.0,875.0,3.0,10.0,0.5377175807952881,0.4622823894023895,2,358.0,7.0,True,False,-7.0
1,87,0.0,1477.0,0.0,0.0,0.733977198600769,0.26602283120155334,2,338.0,0.0,True,True,0.0
1,88,1.0,944.0,8.0,7.0,0.283540815114975,0.7164592146873474,2,221.0,1.0,False,True,1.0
1,89,0.0,1690.0,8.0,4.0,0.4227769076824188,0.5772230625152588,5,408.0,4.0,True,False,4.0
1,90,1.0,667.0,6.0,10.0,0.43572986125946045,0.5642701387405396,2,208.0,4.0,True,True,-4.0
1,91,1.0,1015.0,4.0,5.0,0.13550135493278503,0.8644986152648926,2,277.0,1.0,True,True,-1.0
1,92,0.0,812.0,8.0,1.0,0.621761679649353,0.37823835015296936,2,233.0,7.0,True,True,7.0
1,93,1.0,1113.0,8.0,9.0,0.24526198208332062,0.7547380328178406,3,216.0,1.0,True,True,-1.0
1,94,1.0,1401.0,1.0,1.0,0.5362069010734558,0.4637930989265442,3,241.0,0.0,False,False,0.0
1,95,1.0,1332.0,4.0,2.0,0.1071428582072258,0.8928571343421936,2,772.0,2.0,False,True,2.0
1,96,0.0,728.0,10.0,6.0,0.7872340679168701,0.21276596188545227,2,352.0,4.0,True,True,4.0
1,97,0.0,1106.0,10.0,8.0,0.4040968418121338,0.5959031581878662,3,569.0,2.0,True,False,2.0
1,98,1.0,1561.0,3.0,1.0,0.39938080310821533,0.6006191968917847,2,269.0,2.0,False,True,2.0
2,0,1.0,3848.0,1.0,2.0,0.5731604099273682,0.42683959007263184,4,301.0,1.0,True,False,-1.0
2,1,0.0,2885.0,2.0,0.0,0.7330524921417236,0.26694753766059875,3,274.0,2.0,True,True,2.0
2,2,0.0,6540.0,2.0,3.0,0.6505358815193176,0.3494641184806824,5,382.0,1.0,False,True,-1.0
2,3,0.0,2175.0,1.0,0.0,0.6461055874824524,0.3538944125175476,3,262.0,1.0,True,True,1.0
2,4,1.0,12619.0,2.0,2.0,0.4973070025444031,0.5026929974555969,8,1479.0,0.0,False,True,0.0
2,5,0.0,4507.0,4.0,1.0,0.3855162560939789,0.6144837737083435,3,323.0,3.0,True,False,3.0
2,6,1.0,8347.0,0.0,0.0,0.33329182863235474,0.6667081713676453,6,315.0,0.0,False,True,0.0
2,7,1.0,4549.0,1.0,3.0,0.8281288146972656,0.171871155500412,2,482.0,2.0,True,False,-2.0
2,8,0.0,3514.0,3.0,2.0,0.38731953501701355,0.6126804947853088,4,328.0,1.0,True,False,1.0
2,9,1.0,2127.0,0.0,2.0,0.18643133342266083,0.813568651676178,2,314.0,2.0,True,True,-2.0
2,10,1.0,2383.0,1.0,4.0,0.3394886255264282,0.6605113744735718,2,271.0,3.0,True,True,-3.0
2,11,0.0,9526.0,4.0,2.0,0.23856279253959656,0.761437177658081,5,258.0,2.0,True,False,2.0
2,12,1.0,2193.0,1.0,3.0,0.6553347110748291,0.3446652591228485,2,281.0,2.0,True,False,-2.0
2,13,0.0,5808.0,2.0,0.0,0.8182734847068787,0.18172650039196014,3,850.0,2.0,True,True,2.0
2,14,0.0,4362.0,3.0,0.0,0.318352073431015,0.6816479563713074,3,357.0,3.0,True,False,3.0
2,15,0.0,4429.0,5.0,2.0,0.6363418102264404,0.36365818977355957,2,263.0,3.0,True,True,3.0
2,16,1.0,1713.0,2.0,3.0,0.4401337802410126,0.5598662495613098,2,218.0,1.0,True,True,-1.0
2,17,1.0,9120.0,2.0,1.0,0.44059351086616516,0.5594065189361572,6,291.0,1.0,False,True,1.0
2,18,1.0,2621.0,2.0,4.0,0.4505196511745453,0.5494803190231323,2,408.0,2.0,True,True,-2.0
2,19,0.0,3390.0,2.0,0.0,0.23237597942352295,0.767624020576477,2,326.0,2.0,True,False,2.0
2,20,0.0,7396.0,5.0,0.0,0.791437029838562,0.2085629552602768,3,319.0,5.0,True,True,5.0
2,21,1.0,3426.0,2.0,3.0,0.5894466042518616,0.4105533957481384,4,318.0,1.0,True,False,-1.0
2,22,1.0,10055.0,3.0,2.0,0.47661423683166504,0.523385763168335,8,391.0,1.0,False,True,1.0
2,23,0.0,4690.0,3.0,0.0,0.3530079424381256,0.646992027759552,2,285.0,3.0,True,False,3.0
2,24,0.0,5192.0,4.0,3.0,0.44525694847106934,0.5547430515289307,5,269.0,1.0,True,False,1.0
2,25,0.0,3098.0,4.0,1.0,0.4444444477558136,0.5555555820465088,2,227.0,3.0,True,False,3.0
2,26,1.0,3072.0,1.0,3.0,0.7723247408866882,0.22767527401447296,3,362.0,2.0,True,False,-2.0
2,27,0.0,8430.0,3.0,0.0,0.5367113351821899,0.46328863501548767,4,299.0,3.0,True,True,3.0
2,28,1.0,2831.0,1.0,5.0,0.515092134475708,0.484907865524292,3,280.0,4.0,True,False,-4.0
2,29,1.0,8306.0,0.0,0.0,0.2226775884628296,0.7773224115371704,2,254.0,0.0,False,True,0.0
2,30,0.0,4834.0,3.0,1.0,0.506379246711731,0.49362075328826904,5,288.0,2.0,True,True,2.0
2,31,1.0,5998.0,2.0,1.0,0.48982471227645874,0.5101752877235413,4,1035.0,1.0,False,True,1.0
2,32,1.0,15825.0,4.0,4.0,0.35026076436042786,0.6497392058372498,8,1253.0,0.0,False,True,0.0
2,33,0.0,5164.0,1.0,4.0,0.7287136912345886,0.27128633856773376,3,243.0,3.0,False,True,-3.0
2,34,1.0,12014.0,1.0,2.0,0.5171291828155518,0.48287081718444824,8,1564.0,1.0,True,False,-1.0
2,35,0.0,5284.0,0.0,0.0,0.8524988889694214,0.1475011110305786,3,762.0,0.0,True,True,0.0
2,36,0.0,7170.0,2.0,0.0,0.634103000164032,0.36589697003364563,7,414.0,2.0,True,True,2.0
2,37,0.0,10207.0,4.0,3.0,0.6727937459945679,0.3272062838077545,7,904.0,1.0,True,True,1.0
2,38,1.0,5170.0,2.0,2.0,0.46052905917167664,0.5394709706306458,6,369.0,0.0,False,True,0.0
2,39,0.0,3539.0,2.0,0.0,0.6119012236595154,0.388098806142807,5,867.0,2.0,True,True,2.0
2,40,0.0,2265.0,0.0,1.0,0.3956262469291687,0.6043737530708313,2,253.0,1.0,False,False,-1.0
2,41,0.0,5702.0,6.0,2.0,0.45192307233810425,0.5480769276618958,5,1334.0,4.0,True,False,4.0
2,42,0.0,5594.0,4.0,1.0,0.4881156086921692,0.5118843913078308,4,335.0,3.0,True,False,3.0
2,43,1.0,3327.0,2.0,2.0,0.7961130738258362,0.20388692617416382,3,497.0,0.0,False,False,0.0
2,44,0.0,3654.0,3.0,2.0,0.5210336446762085,0.4789663553237915,4,326.0,1.0,True,True,1.0
2,45,0.0,5344.0,1.0,0.0,0.6716101765632629,0.32838982343673706,5,1096.0,1.0,True,True,1.0
2,46,1.0,9517.0,2.0,2.0,0.13214124739170074,0.8678587675094604,3,625.0,0.0,False,True,0.0
2,47,1.0,1832.0,1.0,3.0,0.4253200590610504,0.574679970741272,2,426.0,2.0,True,True,-2.0
2,48,1.0,4326.0,1.0,2.0,0.5411011576652527,0.4588988423347473,5,421.0,1.0,True,False,-1.0
2,49,0.0,12079.0,5.0,3.0,0.4849023222923279,0.5150976777076721,5,1945.0,2.0,True,False,2.0
2,50,1.0,5578.0,0.0,1.0,0.5820924043655396,0.41790759563446045,6,340.0,1.0,True,False,-1.0
2,51,1.0,1590.0,2.0,4.0,0.47793567180633545,0.5220643281936646,3,253.0,2.0,True,True,-2.0
2,52,1.0,2614.0,2.0,1.0,0.29448679089546204,0.7055132389068604,3,383.0,1.0,False,True,1.0
