subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
0,46,1438,2,1,3,6,0.35006784260515605,0.43419267299864317,0.2157394843962008
0,47,908,2,1,3,2,0.3324022346368715,0.0,0.6675977653631285
0,48,1207,2,3,1,2,0.5550906555090656,0.19525801952580196,0.2496513249651325
0,49,1116,1,3,6,1,0.0,0.5727109515260324,0.4272890484739677
0,50,1315,0,7,2,1,0.6253918495297806,0.37460815047021945,0.0
0,51,1231,2,1,2,3,0.0,0.6319261213720316,0.36807387862796836
0,52,1246,2,1,3,2,0.25611325611325614,0.462033462033462,0.28185328185328185
0,53,1005,2,3,1,2,0.3924731182795699,0.17921146953405018,0.4283154121863799
0,54,1100,2,3,1,2,0.31191222570532917,0.0,0.6880877742946708
0,55,779,2,1,3,6,1.0,0.0,0.0
0,56,1935,1,1,2,3,0.32785467128027684,0.44809688581314877,0.22404844290657439
0,57,946,0,7,3,1,1.0,0.0,0.0
0,59,1458,1,1,3,2,0.20368474923234392,0.5926305015353122,0.20368474923234392
0,60,1411,1,1,3,2,0.2324766355140187,0.2558411214953271,0.5116822429906542
0,61,971,2,3,1,2,1.0,0.0,0.0
0,62,1182,2,2,1,3,0.4711964549483013,0.0,0.5288035450516987
0,63,1401,2,3,1,2,0.34015927189988626,0.29465301478953354,0.3651877133105802
0,64,984,0,7,3,1,0.6544401544401545,0.34555984555984554,0.0
0,65,989,0,7,2,3,0.5185873605947955,0.22304832713754646,0.258364312267658
0,66,1297,2,1,2,3,0.0,0.5115681233933161,0.4884318766066838
0,67,1312,2,1,2,3,0.40033500837520936,0.40033500837520936,0.19932998324958123
0,68,776,2,1,2,6,1.0,0.0,0.0
0,69,1297,1,1,3,2,0.2971506105834464,0.7028493894165536,0.0
0,70,719,2,3,1,2,0.2833333333333333,0.0,0.7166666666666667
0,71,1230,1,1,3,2,0.0,0.6132686084142395,0.38673139158576053
0,72,821,1,3,7,1,0.36772486772486773,0.0,0.6322751322751323
0,73,1521,0,3,2,1,0.26252983293556087,0.42840095465393796,0.30906921241050117
0,74,1347,0,3,1,2,0.5905006418485238,0.40949935815147626,0.0
0,75,778,2,1,3,2,0.0,1.0,0.0
0,76,1239,0,3,1,2,0.4863636363636364,0.5136363636363637,0.0
0,77,1031,2,1,3,6,0.0,0.0,1.0
0,78,1521,2,2,1,3,0.0,0.3329369797859691,0.667063020214031
0,79,1114,1,1,7,3,0.0,1.0,0.0
0,80,1059,2,1,3,6,0.0,0.0,1.0
0,81,1501,0,3,1,2,0.5205205205205206,0.2002002002002002,0.27927927927927926
0,82,1555,2,2,1,3,0.21237993596584845,0.46851654215581645,0.31910352187833513
0,83,1289,0,3,1,2,1.0,0.0,0.0
0,84,835,1,6,7,3,0.0,0.27932960893854747,0.7206703910614525
0,85,810,1,3,7,1,1.0,0.0,0.0
0,86,1089,2,3,1,2,0.6666666666666666,0.0,0.3333333333333333
0,87,1101,2,7,1,3,0.41206896551724137,0.44655172413793104,0.1413793103448276
0,88,788,2,1,3,7,0.0,0.0,1.0
0,89,706,2,1,2,3,1.0,0.0,0.0
0,90,748,2,1,3,7,0.4217506631299735,0.0,0.5782493368700266
0,91,1246,1,1,3,2,0.5313479623824452,0.46865203761755486,0.0
0,92,974,2,1,3,2,0.06711409395973154,0.9328859060402684,0.0
0,93,988,2,1,3,2,0.6855345911949685,0.31446540880503143,0.0
0,94,1115,0,7,2,3,0.5,0.0,0.5
0,95,1164,2,2,1,3,0.5762195121951219,0.0,0.42378048780487804
0,96,1633,0,3,1,2,0.3247663551401869,0.16355140186915887,0.5116822429906542
0,97,1328,0,3,2,1,0.5799299883313885,0.23337222870478413,0.1866977829638273
0,98,779,2,3,1,7,1.0,0.0,0.0
0,99,2107,1,1,3,2,0.14502307185234015,0.5787738958470666,0.2762030323005933
1,0,2925,0,5,1,3,0.5854029396857577,0.21236695387734414,0.20223010643689812
1,1,2889,1,1,6,5,0.5184243964421855,0.2153748411689962,0.2662007623888183
1,2,1837,0,8,5,2,0.30116279069767443,0.3267441860465116,0.37209302325581395
1,3,5113,2,4,2,5,0.3090344168260038,0.18594646271510518,0.505019120458891
1,4,2993,0,4,3,2,0.41991128634795466,0.35386890093642187,0.22621981271562347
1,5,2154,0,6,3,1,0.4283854166666667,0.259765625,0.3118489583333333
1,6,1634,1,1,6,4,0.26644370122630995,0.15607580824972128,0.5774804905239688
1,7,7260,0,3,4,1,0.3525252525252525,0.44612794612794615,0.20134680134680136
1,8,1251,1,2,6,4,0.26666666666666666,0.3,0.43333333333333335
1,9,2723,0,3,1,6,0.37055837563451777,0.12351945854483926,0.505922165820643
1,10,6544,2,2,1,5,0.12509225092250922,0.3856088560885609,0.48929889298892987
1,11,2648,1,3,8,1,0.2470389170896785,0.3818386914833615,0.37112239142695996
1,12,1577,1,2,6,1,0.0,0.6123147092360319,0.38768529076396807
1,13,1741,1,2,6,4,0.36772486772486773,0.31569664902998235,0.3165784832451499
1,14,2421,0,6,5,1,0.2945337620578778,0.47459807073954985,0.23086816720257236
1,15,1589,1,2,5,1,0.2028688524590164,0.430327868852459,0.3668032786885246
1,16,3724,1,5,6,4,0.7514033680834001,0.15356856455493184,0.09502806736166801
1,17,3211,2,4,1,5,0.1621376811594203,0.13541666666666666,0.7024456521739131
1,18,2486,2,6,2,8,0.3163751987281399,0.1907790143084261,0.492845786963434
1,19,2323,1,2,6,4,0.011799410029498525,0.7533923303834809,0.23480825958702065
1,20,3523,2,3,4,5,0.30591572123176664,0.25040518638573744,0.4436790923824959
1,21,1406,1,3,4,1,0.5550906555090656,0.05578800557880056,0.3891213389121339
1,22,5013,1,1,6,4,0.18099331423113657,0.3524355300859599,0.4665711556829035
1,23,4202,1,1,3,2,0.30626959247648905,0.31253918495297806,0.3811912225705329
1,24,1823,0,4,1,2,0.39336917562724016,0.3387096774193548,0.267921146953405
1,25,1274,1,3,6,4,0.5146299483648882,0.0378657487091222,0.4475043029259897
1,26,1347,2,3,1,5,0.37106017191977075,0.08595988538681948,0.5429799426934098
1,27,2246,0,6,3,1,0.3303437967115097,0.312406576980568,0.3572496263079223
1,28,1323,0,4,2,3,0.0814111261872456,0.2971506105834464,0.621438263229308
1,29,2782,1,4,10,8,0.17872086072922894,0.3448894202032277,0.47638971906754335
1,30,1750,1,6,2,5,0.25411334552102377,0.3647166361974406,0.3811700182815356
1,31,2167,0,8,2,1,0.7440514469453376,0.11511254019292605,0.14083601286173633
1,32,1533,2,2,1,6,0.3831376734258271,0.0,0.6168623265741728
1,33,2515,1,1,5,4,0.09247027741083223,0.7239101717305152,0.18361955085865259
1,34,2470,1,4,5,1,0.20435308343409916,0.34945586457073763,0.44619105199516323
1,35,1939,2,5,3,10,0.31835491241431835,0.13404417364813404,0.5476009139375476
1,36,1280,0,8,1,2,0.3643031784841076,0.36797066014669927,0.26772616136919314
1,37,3113,1,5,2,1,0.5667456556082149,0.3546603475513428,0.07859399684044234
1,38,2580,0,2,5,6,0.3146067415730337,0.3694646397884997,0.3159286186384666
1,39,2004,0,3,5,2,0.3649402390438247,0.30199203187250995,0.33306772908366533
1,40,1256,0,3,2,4,0.5429799426934098,0.0,0.45702005730659023
1,41,5224,0,2,3,1,0.4112543962485346,0.2708089097303634,0.317936694021102
1,42,1718,1,2,4,5,0.0,0.4806949806949807,0.5193050193050193
1,43,2432,0,3,2,1,0.40781796966161027,0.22112018669778297,0.3710618436406068
1,44,2442,1,1,3,5,0.19327251995438996,0.30672748004561,0.5
1,45,886,0,8,3,2,0.0,0.2857142857142857,0.7142857142857143
1,46,822,2,2,3,8,0.0,0.2785515320334262,0.7214484679665738
1,47,1910,2,3,1,6,0.29238754325259514,0.12110726643598616,0.5865051903114187
1,48,1689,0,8,6,3,0.6545123062898814,0.018231540565177756,0.3272561531449407
1,49,1937,2,4,2,1,0.23473142016188372,0.47240618101545256,0.29286239882266374
1,50,3253,0,3,4,5,0.45278969957081544,0.08540772532188841,0.46180257510729616
1,51,2797,1,3,1,2,0.22210953346855983,0.2525354969574036,0.5253549695740365
1,52,1090,2,5,2,6,0.24263431542461006,0.0,0.75736568457539
1,53,1248,2,4,6,8,0.3225283630470016,0.2576985413290113,0.419773095623987
1,54,2188,1,3,2,1,0.34429065743944637,0.43079584775086505,0.22491349480968859
1,55,1629,0,5,2,1,0.6168623265741728,0.3831376734258271,0.0
1,56,4806,1,2,6,1,0.3020115734362083,0.3080738495453293,0.3899145770184624
1,57,1313,2,6,2,3,0.0,0.46938775510204084,0.5306122448979592
1,58,2745,2,3,2,1,0.1645111226073461,0.26797723745473356,0.5675116399379203
1,59,1220,0,4,1,2,0.7507836990595611,0.0,0.24921630094043887
1,60,3373,0,3,1,5,0.4821821381434228,0.21953365596128466,0.2982842058952926
1,61,990,2,5,6,10,1.0,0.0,0.0
1,62,956,2,4,5,10,1.0,0.0,0.0
1,63,2821,2,2,1,5,0.4198895027624309,0.32998493219487696,0.2501255650426921
1,64,2449,0,5,3,2,0.4500827357970215,0.40706012134583563,0.14285714285714285
1,65,1725,0,8,6,2,0.6910420475319927,0.0,0.30895795246800734
1,66,1636,1,1,10,2,0.26251180358829085,0.4542020774315392,0.28328611898017
1,67,1931,0,5,2,4,0.5580246913580247,0.1308641975308642,0.3111111111111111
1,68,1590,0,6,4,5,0.12944983818770225,0.38673139158576053,0.48381877022653724
1,69,1627,1,1,4,3,0.0,0.6613226452905812,0.33867735470941884
1,70,1712,1,5,6,3,0.4070631970260223,0.370817843866171,0.22211895910780668
1,71,1652,0,6,4,1,0.11560693641618497,0.49903660886319845,0.3853564547206166
1,72,3151,2,1,5,6,0.1769022788721514,0.21552723059096177,0.6075704905368868
1,73,1544,2,6,2,4,0.45371428571428574,0.2502857142857143,0.296
1,74,2532,2,4,6,5,0.127208480565371,0.38021201413427563,0.4925795053003534
1,75,1199,2,3,1,8,0.3519061583577713,0.6480938416422287,0.0
1,76,1626,0,5,2,4,0.11947791164658635,0.32028112449799195,0.5602409638554217
1,77,2711,1,3,8,5,0.46609686609686607,0.07977207977207977,0.45413105413105415
1,78,1443,2,1,3,4,0.31022530329289427,0.48353552859618715,0.20623916811091855
1,79,1529,2,2,6,3,0.42045454545454547,0.030844155844155844,0.5487012987012987
1,80,1521,1,2,6,5,0.0,0.5961768219832736,0.4038231780167264
1,81,1366,2,4,2,6,0.3333333333333333,0.1101813110181311,0.5564853556485355
1,82,1473,0,2,4,5,0.6943589743589743,0.0,0.30564102564102563
1,83,2773,0,6,1,3,0.5239206534422404,0.0,0.47607934655775963
1,84,1842,0,5,4,3,0.4143598615916955,0.24134948096885814,0.34429065743944637
1,85,1555,0,5,1,2,0.0,0.5857843137254902,0.41421568627450983
1,86,1566,1,1,6,2,0.3915187376725838,0.3333333333333333,0.27514792899408286
1,87,946,2,5,2,10,0.0,0.2131578947368421,0.7868421052631579
1,88,925,2,3,4,8,1.0,0.0,0.0
1,89,2980,0,3,1,4,0.2824601366742597,0.32710706150341684,0.3904328018223235
1,90,1649,2,6,2,3,0.3783482142857143,0.37723214285714285,0.24441964285714285
1,91,1818,2,2,3,1,0.3333333333333333,0.28237259816207183,0.3842940685045948
1,92,955,2,6,4,10,0.0,0.253125,0.746875
1,93,1211,1,1,10,3,0.3942652329749104,0.0,0.6057347670250897
1,94,2034,0,2,1,3,0.28797250859106527,0.27353951890034367,0.43848797250859106
1,95,1962,1,1,4,2,0.0,0.5848341232227489,0.4151658767772512
1,96,2560,2,2,3,4,0.1277391769107429,0.606627471940139,0.2656333511491181
1,97,1041,0,6,4,2,0.6183074265975821,0.0,0.38169257340241797
1,98,1297,1,1,6,2,0.5652173913043478,0.0,0.43478260869565216
1,99,1400,2,4,1,5,0.5121255349500713,0.3980028530670471,0.0898716119828816
2,0,2933,1,5,3,2,0.12003968253968254,0.17807539682539683,0.7018849206349206
2,1,1965,1,2,4,3,0.30787037037037035,0.1697530864197531,0.5223765432098766
2,2,1469,2,2,3,5,0.0,0.4128540305010893,0.5871459694989106
2,3,1376,0,4,2,1,0.0,0.0,1.0
2,4,1910,0,4,2,3,0.5017985611510791,0.15737410071942445,0.3408273381294964
2,5,1331,1,4,5,3,0.38773006134969323,0.46503067484662575,0.147239263803681
2,6,2662,1,3,4,2,0.02168021680216802,0.8336043360433605,0.14471544715447154
2,7,2087,1,2,4,1,0.0,0.34760705289672544,0.6523929471032746
2,8,1911,0,5,1,2,0.6642685851318945,0.0,0.33573141486810554
2,9,2071,2,1,2,4,0.0,0.40848056537102473,0.5915194346289753
2,10,2051,1,3,4,2,0.07553107789142408,0.48623131392604246,0.43823760818253343
2,11,3873,2,1,3,4,0.3174498849819257,0.37298718370029577,0.3095629313177785
2,12,2511,1,3,4,5,0.25585284280936454,0.45540691192865107,0.2887402452619844
2,13,1389,2,3,2,4,0.0,0.0,1.0
2,14,846,0,4,3,2,0.0,0.0,1.0
2,15,1803,2,4,2,3,0.3515418502202643,0.033480176211453744,0.614977973568282
2,16,997,1,3,5,2,0.0,0.0,1.0
2,17,1627,1,4,3,1,0.0,0.091324200913242,0.908675799086758
2,20,1764,2,2,3,1,1.0,0.0,0.0
2,24,1796,0,4,2,3,0.0,0.0,1.0
2,25,1978,0,4,3,2,0.41055341055341055,0.20463320463320464,0.38481338481338484
2,29,4506,1,2,4,3,0.1993181222134802,0.37136113296616835,0.42932074482035143
2,30,3584,0,3,2,4,0.30527817403708984,0.5099857346647646,0.1847360912981455
2,31,1197,2,2,3,5,1.0,0.0,0.0
2,33,1680,1,3,4,1,0.38973799126637554,0.13209606986899564,0.4781659388646288
2,34,1278,0,2,3,4,0.0,0.0,1.0
2,35,1464,1,2,5,3,0.0,0.12264150943396226,0.8773584905660378
2,37,1748,2,2,3,4,0.0,0.0,1.0
2,38,2352,1,3,2,4,0.0,1.0,0.0
2,40,3253,2,3,1,2,0.2446877012234385,0.6419832582099163,0.11332904056664521
2,43,1206,2,4,2,5,0.0,0.084,0.916
2,48,2613,1,3,4,2,0.0,0.6972343522561864,0.3027656477438137
2,51,2258,2,1,2,3,0.0,0.24072216649949849,0.7592778335005015
2,52,1604,0,4,1,3,0.0,1.0,0.0
2,55,1065,2,3,2,4,0.0,0.0,1.0
2,56,1671,2,4,3,5,0.0,0.0,1.0
2,58,2211,2,1,2,4,0.17981888745148772,0.2535575679172057,0.5666235446313066
2,59,2164,0,4,3,2,0.28987854251012146,0.0,0.7101214574898785
2,60,1261,0,4,2,1,1.0,0.0,0.0
2,61,1489,2,3,2,5,0.0,0.0,1.0
2,62,1703,0,4,3,2,0.0,1.0,0.0
2,63,1542,0,5,3,1,0.0,0.0,1.0
2,65,1342,2,2,4,3,0.0,0.0,1.0
2,67,1497,0,4,3,1,1.0,0.0,0.0
2,68,1441,0,1,3,2,1.0,0.0,0.0
2,69,1433,2,3,4,5,0.0,0.0,1.0
2,70,1902,0,4,1,2,1.0,0.0,0.0
2,71,2489,1,2,4,3,0.0,0.2886519421172887,0.7113480578827114
2,72,4153,0,4,2,1,0.0,0.058997050147492625,0.9410029498525073
3,0,2294,2,1,3,2,0.19503750721292556,0.3104443162146567,0.49451817657241776
3,1,1683,1,3,7,2,0.15037593984962405,0.5497076023391813,0.29991645781119464
3,2,5797,1,1,2,5,0.20025839793281655,0.4720068906115418,0.3277347114556417
3,3,1576,0,3,1,2,0.09899749373433583,0.575187969924812,0.3258145363408521
3,4,4387,2,1,3,2,0.4475014037057833,0.33492419988770356,0.2175743964065132
3,5,3266,1,2,3,1,0.24025713137806348,0.5126556850140619,0.24708718360787466
3,6,2087,1,1,5,2,0.1605351170568562,0.559866220735786,0.27959866220735785
3,7,2678,2,1,2,4,0.4743921365752716,0.2783238489394723,0.24728401448525608
3,8,1705,1,1,4,2,0.0,0.6730954676952748,0.32690453230472516
3,9,2067,1,5,4,6,0.17902621722846443,0.3880149812734082,0.4329588014981273
3,10,1457,0,5,7,2,0.6114494518879415,0.0,0.38855054811205847
3,11,1831,1,1,10,2,0.0,0.5668896321070234,0.4331103678929766
3,12,1779,0,7,5,2,0.1903114186851211,0.379757785467128,0.42993079584775085
3,13,2835,0,3,1,2,0.30015082956259426,0.22071392659627953,0.4791352438411262
3,14,1012,2,3,1,10,0.0,0.0,1.0
3,15,1661,2,7,2,9,0.23447537473233404,0.0,0.765524625267666
3,16,1368,2,6,3,4,0.0,0.28314028314028317,0.7168597168597168
3,17,1810,2,1,3,6,0.33274647887323944,0.24559859154929578,0.4216549295774648
3,18,843,2,1,3,10,0.3008658008658009,0.0,0.6991341991341992
3,19,2478,1,1,3,2,0.2246153846153846,0.6646153846153846,0.11076923076923077
3,20,2572,1,1,5,7,0.36616362192216045,0.39555202541699763,0.23828435266084194
3,21,1166,2,3,1,9,0.3244206773618538,0.0,0.6755793226381461
3,22,1621,1,2,6,3,0.21237993596584845,0.5538954108858057,0.23372465314834578
3,23,1563,1,4,10,3,0.0,0.8605817452357071,0.13941825476429287
3,24,1767,0,3,1,2,0.36421725239616615,0.26916932907348246,0.36661341853035145
3,26,1971,1,1,7,4,0.16973125884016974,0.36633663366336633,0.4639321074964639
3,27,1565,2,1,2,3,0.0,0.42333654773384766,0.5766634522661523
3,28,1272,2,1,2,3,0.0,0.26805385556915545,0.7319461444308446
3,29,876,1,3,10,1,0.0,1.0,0.0
3,30,2192,1,1,2,5,0.2547892720306513,0.4706257982120051,0.27458492975734355
3,31,1901,2,1,3,6,0.201693610469592,0.36797536566589684,0.43033102386451116
3,32,1488,0,4,2,1,0.4265809217577706,0.0,0.5734190782422294
3,33,1645,0,1,2,7,0.44224037339556593,0.11668611435239207,0.441073512252042
3,34,2819,2,3,1,5,0.27501232134056186,0.21586988664366683,0.5091177920157713
3,35,1426,2,2,6,3,0.0,0.2827763496143959,0.7172236503856041
3,36,1197,1,3,4,1,0.4166666666666667,0.5833333333333334,0.0
3,37,1793,2,1,5,2,0.1634703196347032,0.491324200913242,0.3452054794520548
3,38,890,1,3,4,1,0.0,1.0,0.0
3,39,808,2,1,2,4,0.0,0.0,1.0
3,40,988,0,10,2,1,1.0,0.0,0.0
3,41,2010,1,5,3,2,0.4491279069767442,0.3481104651162791,0.20276162790697674
3,42,1415,1,5,10,2,0.4665551839464883,0.0,0.5334448160535117
3,43,1173,2,5,3,10,0.0,0.0,1.0
3,44,1497,2,3,1,9,0.25398512221041447,0.022316684378320937,0.7236981934112646
3,45,3208,2,1,3,5,0.30057803468208094,0.0,0.6994219653179191
3,46,1387,1,1,5,2,0.0,0.5888767720828789,0.411123227917121
3,47,1328,0,10,1,2,0.5572429906542056,0.0,0.4427570093457944
3,48,1699,2,3,1,2,0.0,0.42618384401114207,0.5738161559888579
3,49,1091,1,3,10,4,0.0,0.5185185185185185,0.48148148148148145
3,50,1789,1,3,5,7,0.24874791318864775,0.5183639398998331,0.2328881469115192
3,51,1070,0,4,1,3,0.0,0.21108179419525067,0.7889182058047494
3,52,1068,0,7,3,1,1.0,0.0,0.0
3,53,1795,1,1,4,5,0.2765793528505393,0.5693374422187981,0.15408320493066255
3,54,1271,1,1,3,2,0.0,0.5264550264550265,0.47354497354497355
3,55,1103,0,3,7,1,0.0,0.7722095671981777,0.22779043280182232
3,57,1142,1,3,4,2,0.0,0.6635687732342007,0.33643122676579923
3,58,850,0,3,2,1,0.9382716049382716,0.0,0.06172839506172839
3,59,1168,2,1,2,3,0.37907608695652173,0.0,0.6209239130434783
3,60,1069,0,3,2,1,0.36363636363636365,0.16666666666666666,0.4696969696969697
3,61,3209,0,5,3,1,0.45366795366795365,0.20810810810810812,0.3382239382239382
3,62,1077,2,3,5,7,0.0,0.0,1.0
3,63,2650,2,3,4,5,0.0,0.13553113553113552,0.8644688644688645
3,64,1925,0,3,2,1,0.3382239382239382,0.3227799227799228,0.338996138996139
3,65,1886,1,3,1,2,0.0,0.4703647416413374,0.5296352583586627
3,66,926,1,1,6,3,0.0,0.47041420118343197,0.5295857988165681
3,67,1229,1,2,3,7,0.0,0.6280400572246065,0.3719599427753934
3,68,822,0,10,5,3,1.0,0.0,0.0
3,69,1359,1,4,1,3,0.07194244604316546,0.0,0.9280575539568345
3,70,1233,1,2,9,5,0.0,1.0,0.0
3,71,1562,1,2,4,3,0.0,0.6392757660167131,0.3607242339832869
3,72,2815,2,3,1,5,0.38345864661654133,0.19642857142857142,0.4201127819548872
3,73,1309,1,3,4,1,0.0,0.23434343434343435,0.7656565656565657
3,74,1282,1,1,3,2,0.0,0.7450523864959255,0.2549476135040745
3,75,1525,1,2,4,3,0.3428981348637016,0.028694404591104734,0.6284074605451937
3,76,1249,0,3,6,1,0.6578599735799208,0.0,0.34214002642007924
3,78,743,0,4,2,3,0.2867383512544803,0.0,0.7132616487455197
3,81,810,1,2,10,1,1.0,0.0,0.0
3,82,995,0,6,3,2,0.726027397260274,0.0,0.273972602739726
3,83,761,1,2,6,5,0.0,1.0,0.0
3,84,632,2,3,1,10,0.0,0.0,1.0
3,86,1537,2,3,1,5,0.3587174348697395,0.0,0.6412825651302605
3,87,770,2,1,3,2,0.0,0.0,1.0
3,88,629,2,5,1,10,0.0,0.0,1.0
3,89,719,1,3,6,1,1.0,0.0,0.0
3,90,925,0,5,2,1,0.5218340611353712,0.0,0.4781659388646288
3,91,984,1,3,4,1,1.0,0.0,0.0
3,92,961,2,1,7,3,0.430952380952381,0.0,0.569047619047619
3,93,683,0,4,2,7,0.0,1.0,0.0
3,94,1120,2,2,1,9,0.4550989345509893,0.0,0.5449010654490106
3,95,1358,2,2,1,3,0.40405244338498214,0.025029797377830752,0.5709177592371871
3,96,1724,1,1,2,4,0.18961038961038962,0.41385281385281386,0.3965367965367965
3,97,1635,2,3,1,5,0.0,0.5093411996066863,0.49065880039331367
3,98,1924,2,2,1,3,0.22572815533980584,0.33818770226537215,0.436084142394822
3,99,1103,1,1,10,2,0.36683417085427134,0.6331658291457286,0.0
4,0,3302,2,2,6,4,0.3088543852287033,0.3483004616030214,0.3428451531682753
4,1,2106,2,2,3,6,0.3650503202195791,0.08874656907593778,0.546203110704483
4,2,2302,0,5,2,6,0.5060240963855421,0.1465863453815261,0.3473895582329317
4,3,3252,2,6,7,5,0.23582766439909297,0.32562358276643993,0.4385487528344671
4,4,3067,0,6,5,1,0.22140560404225998,0.5126320624712908,0.26596233348644926
4,5,3070,1,6,5,3,0.19015766841853798,0.5527950310559007,0.2570473005255614
4,6,1422,0,8,4,5,0.0,0.28545780969479356,0.7145421903052065
4,7,2518,1,2,6,3,0.24691358024691357,0.34156378600823045,0.411522633744856
4,8,2643,2,3,6,4,0.31186440677966104,0.28338983050847455,0.4047457627118644
4,9,3837,0,3,6,2,0.22420058139534885,0.29723837209302323,0.4785610465116279
4,10,3060,0,3,5,2,0.6183310533515732,0.3816689466484268,0.0
4,11,2252,2,5,6,8,0.0,0.27876106194690264,0.7212389380530974
4,12,2049,2,6,2,8,0.5828690807799443,0.0,0.4171309192200557
4,13,2444,0,5,1,2,0.47610513739545995,0.3213859020310633,0.2025089605734767
4,14,1842,0,5,3,2,0.6800401203610833,0.0,0.31995987963891676
4,15,1721,2,6,2,8,0.41055341055341055,0.0,0.5894465894465895
4,16,2010,1,2,5,3,0.44801795063575167,0.193717277486911,0.3582647718773373
4,17,2310,1,2,6,3,0.7343056436271401,0.2403297400126823,0.025364616360177554
4,18,3422,1,6,5,2,0.21803093172387777,0.5714824594492645,0.2104866088268578
4,19,2119,0,5,2,4,0.5360169491525424,0.0,0.4639830508474576
4,20,2345,2,6,2,8,0.0,0.2575107296137339,0.7424892703862661
4,21,1864,0,8,2,6,0.4064625850340136,0.3052721088435374,0.288265306122449
4,22,1869,1,3,8,4,0.3705501618122977,0.48381877022653724,0.14563106796116504
4,23,1671,2,3,2,8,0.2955390334572491,0.0,0.7044609665427509
4,24,1510,2,2,3,8,0.473463687150838,0.02653631284916201,0.5
4,25,1381,2,2,3,8,0.3153034300791557,0.0,0.6846965699208444
4,26,1486,0,5,4,2,0.32517482517482516,0.27972027972027974,0.3951048951048951
