subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
0,99,2107,1,1,3,2,0.1360544217687075,0.5429808286951144,0.3209647495361781
1,0,2925,0,5,1,3,0.5221518987341772,0.2974683544303797,0.18037974683544303
1,1,2889,1,1,6,5,0.3563318777292576,0.4606986899563319,0.18296943231441049
1,2,1837,0,8,5,2,0.5820584144645341,0.19541029207232266,0.22253129346314326
1,3,5113,2,4,2,5,0.29062710721510454,0.23443470442796133,0.47493818835693413
1,4,2993,0,4,3,2,0.3481814466693911,0.46424192889252147,0.18757662443808745
1,5,2154,0,6,3,1,0.38344988344988346,0.23251748251748253,0.38403263403263405
1,6,1634,1,1,6,4,0.19670781893004116,0.37695473251028805,0.42633744855967076
1,7,7260,0,3,4,1,0.38738451736221724,0.4221089518955081,0.1905065307422746
1,8,1251,1,2,6,4,0.4627594627594628,0.21978021978021978,0.31746031746031744
1,9,2723,0,3,1,6,0.33316430020283977,0.21196754563894524,0.454868154158215
1,10,6544,2,2,1,5,0.18213176957571575,0.3604691272852708,0.45739910313901344
1,11,2648,1,3,8,1,0.21987951807228914,0.4497991967871486,0.33032128514056225
1,12,1577,1,2,6,1,0.27699917559769166,0.4427040395713108,0.2802967848309975
1,13,1741,1,2,6,4,0.31282820705176295,0.41785446361590395,0.2693173293323331
1,14,2421,0,6,5,1,0.43830005120327703,0.3778801843317972,0.18381976446492576
1,15,1589,1,2,5,1,0.32698961937716264,0.3633217993079585,0.3096885813148789
1,16,3724,1,5,6,4,0.807990089811087,0.11861257355218334,0.07339733663672963
1,17,3211,2,4,1,5,0.2736552807224185,0.11739301138594425,0.6089517078916372
1,18,2486,2,6,2,8,0.5813047711781889,0.11684518013631938,0.3018500486854917
1,19,2323,1,2,6,4,0.1244119184526921,0.6675378985886042,0.20805018295870362
1,20,3523,2,3,4,5,0.3895224518888097,0.22024233784746972,0.3902352102637206
1,21,1406,1,3,4,1,0.37725118483412323,0.3582938388625592,0.26445497630331755
1,22,5013,1,1,6,4,0.24879544459045116,0.3232588699080158,0.42794568550153306
1,23,4202,1,1,3,2,0.3546223388743074,0.29075532225138523,0.3546223388743074
1,24,1823,0,4,1,2,0.32470414201183434,0.4541420118343195,0.22115384615384615
1,25,1274,1,3,6,4,0.36507936507936506,0.31746031746031744,0.31746031746031744
1,26,1347,2,3,1,5,0.27641408751334046,0.31910352187833513,0.4044823906083244
1,27,2246,0,6,3,1,0.28387925497752087,0.4091201027617213,0.30700064226075785
1,28,1323,0,4,2,3,0.2609170305676856,0.2390829694323144,0.5
1,29,2782,1,4,10,8,0.1563807531380753,0.42677824267782427,0.4168410041841004
1,30,1750,1,6,2,5,0.20855213803450862,0.47861965491372843,0.31282820705176295
1,31,2167,0,8,2,1,0.644927536231884,0.2329988851727982,0.12207357859531773
1,32,1533,2,2,1,6,0.294987674609696,0.23007395234182415,0.47493837304847986
1,33,2515,1,1,5,4,0.0780814277746793,0.7668711656441718,0.1550474065811489
1,34,2470,1,4,5,1,0.33968891118916206,0.29001505268439537,0.3702960361264426
1,35,1939,2,5,3,10,0.26573426573426573,0.277177368086459,0.4570883661792753
1,36,1280,0,8,1,2,0.32461873638344224,0.32788671023965144,0.3474945533769063
1,37,3113,1,5,2,1,0.5293249723349318,0.3972703799336038,0.0734046477314644
1,38,2580,0,2,5,6,0.2544094067343666,0.4901122394441475,0.2554783538214858
1,39,2004,0,3,5,2,0.4936467598475222,0.24078780177890724,0.2655654383735705
1,40,1256,0,3,2,4,0.4128540305010893,0.23965141612200436,0.3474945533769063
1,41,5224,0,2,3,1,0.45930232558139533,0.2487080103359173,0.29198966408268734
1,42,1718,1,2,4,5,0.15220949263502456,0.4075286415711948,0.4402618657937807
1,43,2432,0,3,2,1,0.46941975953998955,0.19811813904861475,0.3324621014113957
1,44,2442,1,1,3,5,0.16840536512667661,0.395926477893691,0.4356681569796324
1,45,886,0,8,3,2,0.4190871369294606,0.16597510373443983,0.4149377593360996
1,46,822,2,2,3,8,0.30828516377649323,0.1926782273603083,0.49903660886319845
1,47,1910,2,3,1,6,0.3872659176029963,0.10486891385767791,0.5078651685393258
1,48,1689,0,8,6,3,0.5374251497005988,0.19386227544910178,0.2687125748502994
1,49,1937,2,4,2,1,0.20228281547241597,0.5453392517438174,0.25237793278376663
1,50,3253,0,3,4,5,0.5148401826484018,0.07572298325722983,0.4094368340943683
1,51,2797,1,3,1,2,0.1987295825771325,0.3312159709618875,0.47005444646098005
1,52,1090,2,5,2,6,0.17587939698492464,0.2751256281407035,0.5489949748743719
1,53,1248,2,4,6,8,0.24968632371392724,0.42534504391468003,0.32496863237139273
1,54,2188,1,3,2,1,0.2700135685210312,0.55359565807327,0.17639077340569878
1,55,1629,0,5,2,1,0.4601910828025478,0.285828025477707,0.25398089171974525
1,56,4806,1,2,6,1,0.28482328482328484,0.2905405405405405,0.42463617463617465
1,57,1313,2,6,2,3,0.15963060686015831,0.3944591029023747,0.44591029023746703
1,58,2745,2,3,2,1,0.24918642491864249,0.2408182240818224,0.5099953509995351
1,59,1220,0,4,1,2,0.558926487747958,0.2555425904317386,0.1855309218203034
1,60,3373,0,3,1,5,0.3820146392471244,0.3816660857441617,0.23631927500871383
1,61,990,2,5,6,10,0.033444816053511704,0.0,0.9665551839464883
1,62,956,2,4,5,10,0.4070631970260223,0.0,0.5929368029739777
1,63,2821,2,2,1,5,0.34688796680497924,0.2726141078838174,0.3804979253112033
1,64,2449,0,5,3,2,0.40556660039761433,0.46570576540755465,0.12872763419483102
1,65,1725,0,8,6,2,0.5506190823015294,0.20320466132556445,0.24617625637290605
1,66,1636,1,1,10,2,0.23599320882852293,0.4083191850594228,0.35568760611205436
1,67,1931,0,5,2,4,0.635685210312076,0.1078697421981004,0.2564450474898236
1,68,1590,0,6,4,5,0.5497907949790795,0.2,0.2502092050209205
1,69,1627,1,1,4,3,0.24164133738601823,0.5015197568389058,0.256838905775076
1,70,1712,1,5,6,3,0.33307984790874523,0.48517110266159696,0.1817490494296578
1,71,1652,0,6,4,1,0.6342629482071713,0.20637450199203186,0.1593625498007968
1,72,3151,2,1,5,6,0.17554618627826754,0.22154082023763894,0.6029129934840936
1,73,1544,2,6,2,4,0.4075975359342916,0.22484599589322382,0.3675564681724846
1,74,2532,2,4,6,5,0.08858267716535433,0.5684055118110236,0.34301181102362205
1,75,1199,2,3,1,8,0.1430274135876043,0.2634088200238379,0.5935637663885578
1,76,1626,0,5,2,4,0.28987854251012146,0.2582995951417004,0.4518218623481781
1,77,2711,1,3,8,5,0.3944069431051109,0.22131147540983606,0.38428158148505304
1,78,1443,2,1,3,4,0.17294685990338166,0.26956521739130435,0.557487922705314
1,79,1529,2,2,6,3,0.236745886654479,0.45429616087751373,0.30895795246800734
1,80,1521,1,2,6,5,0.2356164383561644,0.4557077625570776,0.308675799086758
1,81,1366,2,4,2,6,0.25,0.33263598326359833,0.41736401673640167
1,82,1473,0,2,4,5,0.6077199281867145,0.12477558348294435,0.26750448833034113
1,83,2773,0,6,1,3,0.42120075046904315,0.19606003752345216,0.3827392120075047
1,84,1842,0,5,4,3,0.4772200772200772,0.21544401544401545,0.3073359073359073
1,85,1555,0,5,1,2,0.21159420289855072,0.4618357487922705,0.32657004830917874
1,86,1566,1,1,6,2,0.338160136286201,0.2879045996592845,0.3739352640545145
1,87,946,2,5,2,10,0.24,0.162,0.598
1,88,925,2,3,4,8,0.2420091324200913,0.0,0.7579908675799086
1,89,2980,0,3,1,4,0.26338147833474934,0.3725573491928632,0.36406117247238745
1,90,1649,2,6,2,3,0.2701195219123506,0.5553784860557769,0.1745019920318725
1,91,1818,2,2,3,1,0.27785515320334264,0.23537604456824512,0.48676880222841223
1,92,955,2,6,4,10,0.0,0.5865051903114187,0.4134948096885813
1,93,1211,1,1,10,3,0.2508551881413911,0.3637400228050171,0.38540478905359177
1,94,2034,0,2,1,3,0.38149253731343286,0.23761194029850746,0.3808955223880597
1,95,1962,1,1,4,2,0.14505672609400325,0.5,0.3549432739059968
1,96,2560,2,2,3,4,0.11327014218009479,0.5379146919431279,0.34881516587677724
1,97,1041,0,6,4,2,0.47229551451187335,0.23614775725593667,0.29155672823219
1,98,1297,1,1,6,2,0.3939393939393939,0.30303030303030304,0.30303030303030304
1,99,1400,2,4,1,5,0.37395833333333334,0.290625,0.33541666666666664
2,0,2933,1,5,3,2,0.2651201325600663,0.14871582435791217,0.5861640430820215
2,1,1965,1,2,4,3,0.4224082421120412,0.14166130070830651,0.4359304571796523
2,2,1469,2,2,3,5,0.2193877551020408,0.32227891156462585,0.4583333333333333
2,3,1376,0,4,2,1,0.4222222222222222,0.0,0.5777777777777777
2,4,1910,0,4,2,3,0.3951841359773371,0.33640226628895187,0.26841359773371104
2,5,1331,1,4,5,3,0.48556701030927835,0.3907216494845361,0.12371134020618557
2,6,2662,1,3,4,2,0.019569471624266144,0.8498043052837574,0.13062622309197652
2,7,2087,1,2,4,1,0.0,0.6972530683810637,0.3027469316189363
2,8,1911,0,5,1,2,0.516309412861137,0.22273998136067102,0.26095060577819196
2,9,2071,2,1,2,4,0.18302540415704388,0.33371824480369516,0.48325635103926096
2,10,2051,1,3,4,2,0.2778119237861094,0.379840196681008,0.3423478795328826
2,11,3873,2,1,3,4,0.2839506172839506,0.43915343915343913,0.2768959435626102
2,12,2511,1,3,4,5,0.21539183481933363,0.5415297982167996,0.24307836696386673
2,13,1389,2,3,2,4,0.4184149184149184,0.0,0.5815850815850816
2,14,846,0,4,3,2,0.5616740088105727,0.0,0.43832599118942733
2,15,1803,2,4,2,3,0.2746042670337233,0.24501032346868548,0.4803854094975912
2,16,997,1,3,5,2,0.7183098591549296,0.0,0.28169014084507044
2,17,1627,1,4,3,1,0.7886100386100386,0.019305019305019305,0.1920849420849421
2,18,1458,1,3,5,2,0.0,0.0,1.0
2,19,1532,0,2,3,1,0.0,1.0,0.0
2,20,1764,2,2,3,1,0.7071078431372549,0.2928921568627451,0.0
2,21,1963,2,1,2,3,0.0,1.0,0.0
2,22,1413,1,3,4,1,0.0,1.0,0.0
2,23,1294,0,2,4,3,0.0,1.0,0.0
2,24,1796,0,4,2,3,0.8333333333333334,0.0,0.16666666666666666
2,25,1978,0,4,3,2,0.21070013210039631,0.5918097754293263,0.1974900924702774
2,26,1139,1,3,4,2,0.0,1.0,0.0
2,27,1321,1,2,5,3,1.0,0.0,0.0
2,28,2038,2,3,2,4,0.0,1.0,0.0
2,29,4506,1,2,4,3,0.18300024078979052,0.42282687214062126,0.39417288706958825
2,30,3584,0,3,2,4,0.3720180528691167,0.46099290780141844,0.16698903932946485
2,31,1197,2,2,3,5,0.07168458781362007,0.9283154121863799,0.0
2,32,1537,0,4,2,3,0.0,0.0,1.0
2,33,1680,1,3,4,1,0.3380681818181818,0.2471590909090909,0.4147727272727273
2,34,1278,0,2,3,4,0.5365418894830659,0.0,0.46345811051693403
2,35,1464,1,2,5,3,0.43010752688172044,0.06989247311827956,0.5
2,36,2592,0,4,3,1,0.0,0.0,1.0
2,37,1748,2,2,3,4,0.0,0.6348039215686274,0.36519607843137253
2,38,2352,1,3,2,4,0.39949748743718594,0.6005025125628141,0.0
2,39,1787,1,2,4,3,0.0,1.0,0.0
2,40,3253,2,3,1,2,0.24157660521296884,0.6338207247298157,0.12460267005721551
2,41,1195,2,1,3,4,0.0,0.0,1.0
2,42,983,0,4,3,2,1.0,0.0,0.0
2,43,1206,2,4,2,5,0.07407407407407407,0.07777777777777778,0.8481481481481481
2,44,838,2,3,2,5,0.0,0.0,1.0
2,45,2115,1,4,3,5,0.0,1.0,0.0
2,46,986,2,1,2,3,0.0,0.0,1.0
2,47,1049,1,2,4,3,1.0,0.0,0.0
2,48,2613,1,3,4,2,0.1978984238178634,0.5592527729130181,0.2428488032691185
2,49,1464,2,3,1,4,0.0,0.0,1.0
2,50,2993,0,4,2,3,0.0,0.0,1.0
2,51,2258,2,1,2,3,0.27438136826783116,0.17467248908296942,0.5509461426491994
2,52,1604,0,4,1,3,0.0,0.48819641170915956,0.5118035882908404
2,53,1333,1,4,5,2,0.0,1.0,0.0
2,54,3205,1,4,3,2,0.0,0.0,1.0
2,55,1065,2,3,2,4,0.04008016032064128,0.0,0.9599198396793587
2,56,1671,2,4,3,5,0.3902777777777778,0.0,0.6097222222222223
2,57,1357,1,1,4,2,1.0,0.0,0.0
2,58,2211,2,1,2,4,0.4849715678310317,0.15922014622258326,0.35580828594638503
2,59,2164,0,4,3,2,0.4050203527815468,0.0,0.5949796472184532
2,60,1261,0,4,2,1,0.5323529411764706,0.0,0.4676470588235294
2,61,1489,2,3,2,5,0.5490430622009569,0.0,0.45095693779904306
2,62,1703,0,4,3,2,0.0,0.799554565701559,0.20044543429844097
2,63,1542,0,5,3,1,0.565752128666036,0.0,0.43424787133396403
2,64,1716,2,3,4,5,0.0,0.0,1.0
2,65,1342,2,2,4,3,0.0,0.4734982332155477,0.5265017667844523
2,66,2051,0,4,2,3,1.0,0.0,0.0
2,67,1497,0,4,3,1,0.6464435146443515,0.0,0.35355648535564854
2,68,1441,0,1,3,2,0.3333333333333333,0.0,0.6666666666666666
2,69,1433,2,3,4,5,0.24279210925644917,0.0,0.7572078907435509
2,70,1902,0,4,1,2,0.6443701226309922,0.0,0.3556298773690078
2,71,2489,1,2,4,3,0.15344938749194068,0.2443584784010316,0.6021921341070278
2,72,4153,0,4,2,1,0.9075538587401145,0.00545404963185165,0.08699209162803381
2,73,999,0,2,4,3,0.0,1.0,0.0
3,0,2294,2,1,3,2,0.2853483606557377,0.27561475409836067,0.4390368852459016
3,1,1683,1,3,7,2,0.26143790849673204,0.47785039941902685,0.2607116920842411
3,2,5797,1,1,2,5,0.18667201926936974,0.5078281814532316,0.3054997992773986
3,3,1576,0,3,1,2,0.4087171052631579,0.3774671052631579,0.2138157894736842
3,4,4387,2,1,3,2,0.4171682805548286,0.3800052342318765,0.20282648521329494
3,5,3266,1,2,3,1,0.3406555090655509,0.44490934449093444,0.21443514644351463
3,6,2087,1,1,5,2,0.23194614443084455,0.5122399020807834,0.2558139534883721
3,7,2678,2,1,2,4,0.40360915492957744,0.38600352112676056,0.21038732394366197
3,8,1705,1,1,4,2,0.25716332378223494,0.5,0.24283667621776503
3,9,2067,1,5,4,6,0.13943990665110853,0.5233372228704785,0.3372228704784131
3,10,1457,0,5,7,2,0.45636363636363636,0.25363636363636366,0.29
3,11,1831,1,1,10,2,0.22084690553745928,0.44169381107491856,0.33745928338762216
3,12,1779,0,7,5,2,0.2777777777777778,0.3387345679012346,0.38348765432098764
3,13,2835,0,3,1,2,0.3807829181494662,0.1952846975088968,0.423932384341637
3,14,1012,2,3,1,10,0.21108179419525067,0.0,0.7889182058047494
3,15,1661,2,7,2,9,0.16441441441441443,0.2987987987987988,0.5367867867867868
3,16,1368,2,6,3,4,0.2751865671641791,0.20522388059701493,0.519589552238806
3,17,1810,2,1,3,6,0.4714086471408647,0.19456066945606695,0.33403068340306835
3,18,843,2,1,3,10,0.2871900826446281,0.045454545454545456,0.6673553719008265
3,19,2478,1,1,3,2,0.20193637621023514,0.6984785615491009,0.0995850622406639
3,20,2572,1,1,5,7,0.2850958565244279,0.5293753865182437,0.18552875695732837
3,21,1166,2,3,1,9,0.20681818181818182,0.3625,0.43068181818181817
3,22,1621,1,2,6,3,0.1610032362459547,0.6618122977346278,0.17718446601941748
3,23,1563,1,4,10,3,0.1522108843537415,0.7295918367346939,0.11819727891156463
3,24,1767,0,3,1,2,0.32294617563739375,0.3519830028328612,0.32507082152974504
3,25,957,0,10,3,1,1.0,0.0,0.0
3,26,1971,1,1,7,4,0.2536554354736173,0.3293070565797839,0.41703750794659883
3,27,1565,2,1,2,3,0.1610032362459547,0.3551779935275081,0.48381877022653724
3,28,1272,2,1,2,3,0.16376663254861823,0.2241555783009212,0.6120777891504606
3,29,876,1,3,10,1,0.3096885813148789,0.6903114186851211,0.0
3,30,2192,1,1,2,5,0.2314385150812065,0.5191415313225058,0.2494199535962877
3,31,1901,2,1,3,6,0.17726657645466848,0.4445196211096076,0.37821380243572394
3,32,1488,0,4,2,1,0.3454861111111111,0.19010416666666666,0.4644097222222222
3,33,1645,0,1,2,7,0.3336267605633803,0.3336267605633803,0.33274647887323944
3,34,2819,2,3,1,5,0.3456405693950178,0.19483985765124556,0.45951957295373663
3,35,1426,2,2,6,3,0.2907930720145852,0.20054694621695535,0.5086599817684594
3,36,1197,1,3,4,1,0.2874251497005988,0.7125748502994012,0.0
3,37,1793,2,1,5,2,0.3328477785870357,0.39184268026219954,0.2753095411507647
3,38,890,1,3,4,1,0.3687150837988827,0.6312849162011173,0.0
3,39,808,2,1,2,4,0.23372781065088757,0.0,0.7662721893491125
3,40,988,0,10,2,1,0.8085106382978723,0.19148936170212766,0.0
3,41,2010,1,5,3,2,0.5,0.3159630606860158,0.18403693931398418
3,42,1415,1,5,10,2,0.2693050193050193,0.42277992277992277,0.3079150579150579
3,43,1173,2,5,3,10,0.0,0.19541484716157206,0.8045851528384279
3,44,1497,2,3,1,9,0.20254237288135593,0.22033898305084745,0.5771186440677966
3,45,3208,2,1,3,5,0.2632398753894081,0.12422118380062305,0.6125389408099688
3,46,1387,1,1,5,2,0.1633211678832117,0.4927007299270073,0.34397810218978103
3,47,1328,0,10,1,2,0.46995073891625616,0.1566502463054187,0.3733990147783251
3,48,1699,2,3,1,2,0.20575221238938052,0.33849557522123896,0.4557522123893805
3,49,1091,1,3,10,4,0.22857142857142856,0.4,0.37142857142857144
3,50,1789,1,3,5,7,0.2133142448103078,0.5869720830350752,0.19971367215461705
3,51,1070,0,4,1,3,0.36622073578595316,0.13377926421404682,0.5
3,52,1068,0,7,3,1,0.7503136762860728,0.24968632371392724,0.0
3,53,1795,1,1,4,5,0.25335215243472126,0.6055045871559633,0.14114326040931546
3,54,1271,1,1,3,2,0.1737704918032787,0.4349726775956284,0.3912568306010929
3,55,1103,0,3,7,1,0.4043419267299864,0.4599728629579376,0.13568521031207598
3,56,687,0,10,1,2,1.0,0.0,0.0
3,57,1142,1,3,4,2,0.3241206030150754,0.4484924623115578,0.22738693467336685
3,58,850,0,3,2,1,0.629399585921325,0.32919254658385094,0.041407867494824016
3,59,1168,2,1,2,3,0.3263157894736842,0.1391812865497076,0.5345029239766081
3,60,1069,0,3,2,1,0.2868525896414343,0.3426294820717131,0.3705179282868526
3,61,3209,0,5,3,1,0.48545454545454547,0.196,0.3185454545454545
3,62,1077,2,3,5,7,0.2157394843962008,0.0,0.7842605156037992
3,63,2650,2,3,4,5,0.10992081974848626,0.12063344201210992,0.7694457382394038
3,64,1925,0,3,2,1,0.2891089108910891,0.42112211221122114,0.28976897689768977
3,65,1886,1,3,1,2,0.13135313531353135,0.4085808580858086,0.46006600660066005
3,66,926,1,1,6,3,0.37057728119180633,0.29608938547486036,0.3333333333333333
3,67,1229,1,2,3,7,0.1853146853146853,0.5116550116550117,0.30303030303030304
3,68,822,0,10,5,3,0.6427289048473968,0.35727109515260325,0.0
3,69,1359,1,4,1,3,0.6293103448275862,0.0,0.3706896551724138
3,70,1233,1,2,9,5,0.15056461731493098,0.849435382685069,0.0
3,71,1562,1,2,4,3,0.2933070866141732,0.45177165354330706,0.2549212598425197
3,72,2815,2,3,1,5,0.35051546391752575,0.2654639175257732,0.38402061855670105
3,73,1309,1,3,4,1,0.0,0.48365122615803813,0.5163487738419619
3,74,1282,1,1,3,2,0.12167689161554192,0.65439672801636,0.22392638036809817
3,75,1525,1,2,4,3,0.25,0.2918410041841004,0.4581589958158996
3,76,1249,0,3,6,1,0.532051282051282,0.19123931623931623,0.2767094017094017
3,77,698,0,10,1,3,1.0,0.0,0.0
3,78,743,0,4,2,3,0.5664488017429193,0.0,0.4335511982570806
3,79,630,0,10,2,5,1.0,0.0,0.0
